water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,ihhnv_outbreak,disease_type,data_source
22.58,3.07,6.43,4.47,1.056,308.88,28.97,2315.59,26.79,0,0,0,172,Philippines,Wet,11,2018,0.48,0.48,1,ihhnv,simulated
29.62,31.82,6.85,9.9,1.741,384.93,27.61,3753.88,14.17,0,1,0,89,Philippines,Dry,9,2019,0.305,0.33,0,ihhnv,simulated
25.0,11.94,6.76,5.05,4.356,397.07,47.64,3559.98,21.02,0,1,1,69,Malaysia,Wet,5,2022,0.622,0.43,1,ihhnv,simulated
33.62,26.08,7.7,2.94,4.308,31.85,198.34,2582.83,0.04,1,1,1,139,Malaysia,Wet,3,2023,0.602,1.0,1,ihhnv,simulated
28.15,4.58,7.65,5.25,1.599,425.94,38.07,648.97,29.82,0,0,1,122,Malaysia,Dry,2,2021,0.361,0.43,1,ihhnv,simulated
22.58,13.72,7.8,6.89,1.09,427.88,107.3,4378.16,20.55,1,0,0,98,Malaysia,Dry,3,2019,0.275,0.88,1,ihhnv,simulated
31.13,34.32,6.06,4.05,2.755,410.97,125.51,1041.51,23.64,0,0,1,109,Philippines,Dry,10,2022,0.744,0.58,0,ihhnv,simulated
34.84,5.63,6.27,4.01,1.428,132.42,126.13,2590.62,24.5,1,0,0,54,Thailand,Dry,10,2018,0.563,0.83,1,ihhnv,simulated
27.81,6.56,8.63,8.63,0.299,6.76,123.87,2388.45,16.15,0,0,1,97,India,Wet,1,2020,0.267,0.63,0,ihhnv,simulated
25.5,34.81,8.27,4.15,4.132,354.82,187.12,714.62,14.78,1,0,0,132,India,Dry,11,2022,0.657,0.93,1,ihhnv,simulated
26.42,10.72,6.13,5.99,2.163,477.28,199.51,3847.56,3.3,0,1,1,127,Malaysia,Wet,4,2022,0.602,0.63,1,ihhnv,simulated
21.69,21.37,8.32,7.62,3.459,496.51,47.29,3174.02,25.66,0,1,0,147,Vietnam,Wet,5,2021,0.549,0.43,1,ihhnv,simulated
20.69,9.46,7.07,9.87,2.275,370.59,36.05,4372.09,7.94,0,1,0,179,Thailand,Dry,2,2021,0.329,0.08,0,ihhnv,simulated
23.14,24.3,8.32,7.43,0.572,452.78,183.56,4817.92,3.15,0,1,1,96,Philippines,Wet,12,2022,0.286,0.78,1,ihhnv,simulated
27.02,3.94,7.42,7.19,3.533,388.63,165.1,4435.28,10.77,1,1,0,43,India,Dry,12,2020,0.44,0.78,1,ihhnv,simulated
30.69,15.91,6.02,5.95,2.796,91.84,135.56,811.06,3.39,1,1,0,70,Philippines,Dry,5,2023,0.692,0.98,1,ihhnv,simulated
20.23,31.18,7.94,2.35,4.355,379.34,107.32,3990.66,28.39,1,1,0,136,Indonesia,Dry,11,2022,0.662,0.655,1,ihhnv,simulated
30.06,22.41,7.53,8.41,2.61,160.13,113.3,3301.66,21.31,0,1,1,146,China,Dry,2,2021,0.348,0.68,1,ihhnv,simulated
34.19,28.37,8.0,9.28,3.524,155.49,57.36,1803.45,22.66,0,0,1,152,Philippines,Dry,4,2021,0.441,0.58,1,ihhnv,simulated
28.87,6.3,7.91,6.37,3.061,45.99,110.2,942.12,21.28,0,0,0,159,Thailand,Dry,9,2023,0.523,0.58,0,ihhnv,simulated
25.03,7.13,6.11,7.09,4.572,202.25,73.89,1773.94,14.89,0,1,0,81,Philippines,Dry,10,2020,0.662,0.53,1,ihhnv,simulated
26.04,31.22,6.73,8.03,0.69,183.51,30.82,2236.73,22.83,0,0,0,152,Malaysia,Wet,11,2022,0.271,0.38,0,ihhnv,simulated
25.3,2.03,7.09,4.05,3.467,448.7,77.14,3555.94,3.94,1,1,1,70,Vietnam,Dry,11,2020,0.6,0.83,1,ihhnv,simulated
34.93,31.52,8.36,5.76,3.993,442.25,166.16,1237.31,19.3,0,1,0,68,China,Wet,10,2019,0.618,0.48,0,ihhnv,simulated
30.68,10.46,8.33,7.34,2.184,253.66,112.51,1513.4,11.95,0,1,1,34,India,Wet,11,2021,0.47,0.53,0,ihhnv,simulated
24.75,1.63,8.41,6.71,1.21,328.41,97.69,4686.19,10.04,0,0,0,72,China,Wet,11,2023,0.396,0.68,1,ihhnv,simulated
23.51,31.96,8.76,3.31,1.63,279.19,45.24,432.78,28.36,1,1,1,119,China,Wet,6,2020,0.614,0.805,1,ihhnv,simulated
31.58,6.84,6.51,4.92,3.85,367.96,195.19,618.07,20.96,1,0,0,38,India,Dry,8,2019,0.668,0.83,0,ihhnv,simulated
27.07,34.55,7.87,2.46,2.141,325.42,18.07,795.02,29.26,0,0,0,143,Vietnam,Wet,11,2020,0.551,0.505,0,ihhnv,simulated
25.04,26.42,7.09,6.88,3.199,414.21,102.97,2521.18,6.19,0,0,0,175,Vietnam,Dry,5,2022,0.506,0.83,0,ihhnv,simulated
32.05,26.4,8.05,2.71,2.014,484.53,150.6,1946.18,26.18,0,1,1,100,China,Dry,3,2018,0.558,0.805,1,ihhnv,simulated
27.84,17.86,6.66,4.6,1.561,268.11,177.19,1800.71,6.1,0,1,0,139,Philippines,Dry,6,2018,0.493,0.78,1,ihhnv,simulated
33.45,24.35,7.23,9.91,0.439,479.02,186.53,471.42,7.81,1,1,0,143,Thailand,Wet,5,2020,0.097,0.88,0,ihhnv,simulated
31.37,6.59,7.76,2.53,2.961,244.55,113.62,429.23,4.65,1,0,1,65,India,Wet,10,2018,0.621,0.955,1,ihhnv,simulated
34.2,31.1,6.56,9.5,1.665,162.09,154.92,2507.34,23.74,1,0,1,164,Vietnam,Wet,11,2021,0.358,0.93,1,ihhnv,simulated
34.11,22.97,7.22,3.64,0.02,300.48,66.8,2378.79,0.72,0,0,0,123,India,Dry,11,2021,0.261,0.705,1,ihhnv,simulated
21.79,11.54,7.38,9.72,3.47,105.5,107.57,4498.39,12.59,1,0,1,135,Malaysia,Wet,6,2018,0.363,0.78,1,ihhnv,simulated
25.59,7.11,6.58,3.95,1.992,30.06,153.85,2470.75,9.55,1,1,1,153,China,Wet,5,2018,0.576,1.0,1,ihhnv,simulated
28.67,5.57,6.25,2.36,2.563,98.09,117.55,2698.33,29.54,0,1,0,162,India,Wet,8,2021,0.748,0.655,1,ihhnv,simulated
34.64,29.57,8.53,4.4,3.33,260.0,20.75,219.26,3.54,0,1,0,38,Indonesia,Dry,2,2019,0.692,0.48,0,ihhnv,simulated
30.69,20.91,7.15,8.61,0.144,146.42,141.65,735.14,8.57,1,0,1,51,Philippines,Wet,5,2022,0.121,1.0,1,ihhnv,simulated
24.77,17.57,6.71,9.28,1.646,442.14,105.43,2115.12,3.13,0,1,0,170,Vietnam,Dry,11,2021,0.339,0.78,1,ihhnv,simulated
24.14,19.82,8.29,8.59,3.346,177.95,98.59,1613.47,25.48,1,0,1,83,Vietnam,Dry,12,2020,0.512,1.0,1,ihhnv,simulated
22.17,29.99,8.87,5.62,2.562,355.84,104.98,3316.68,22.16,0,0,1,124,India,Dry,5,2018,0.659,0.93,1,ihhnv,simulated
27.26,28.8,8.25,7.51,4.929,232.95,68.31,1962.78,17.4,1,0,1,75,Thailand,Dry,2,2021,0.541,1.0,1,ihhnv,simulated
21.69,30.63,6.56,2.46,3.759,34.69,53.51,3839.39,19.43,0,1,0,89,Malaysia,Wet,4,2021,0.741,0.255,0,ihhnv,simulated
33.97,27.8,7.36,6.91,0.907,202.02,103.24,3198.1,24.86,1,0,1,178,Philippines,Wet,2,2022,0.227,1.0,1,ihhnv,simulated
28.27,25.98,6.05,9.09,3.656,166.42,112.19,2701.9,3.96,0,1,1,30,Vietnam,Dry,2,2019,0.605,0.83,1,ihhnv,simulated
24.02,0.98,7.05,7.56,0.296,275.15,107.51,4835.92,4.77,0,0,1,45,Vietnam,Wet,9,2019,0.189,0.58,1,ihhnv,simulated
30.25,0.31,6.92,5.33,2.85,405.37,124.46,4195.66,19.01,0,1,1,116,Indonesia,Wet,3,2020,0.569,0.53,0,ihhnv,simulated
32.56,23.93,8.45,6.38,4.418,444.19,74.47,4123.03,15.66,0,1,1,46,Philippines,Dry,10,2019,0.612,0.73,1,ihhnv,simulated
32.05,13.76,6.08,6.26,0.535,468.05,19.06,3112.72,15.03,1,0,1,136,Thailand,Dry,5,2019,0.421,0.58,0,ihhnv,simulated
22.32,16.89,6.64,2.63,2.628,132.61,179.25,1168.55,9.73,0,1,0,104,Philippines,Wet,10,2019,0.681,0.905,1,ihhnv,simulated
33.23,6.92,7.65,6.73,4.886,308.69,55.71,2380.64,27.4,1,0,1,145,India,Dry,7,2018,0.467,0.63,1,ihhnv,simulated
25.6,22.28,7.14,7.37,4.309,269.91,83.48,3197.22,4.83,1,1,1,142,Vietnam,Wet,6,2019,0.481,1.0,1,ihhnv,simulated
27.35,5.44,7.7,9.4,2.508,467.42,107.43,4089.56,16.5,1,1,1,88,Malaysia,Wet,5,2019,0.332,0.88,1,ihhnv,simulated
20.58,1.94,6.49,7.48,2.992,454.76,130.15,3326.2,10.35,0,1,0,153,Malaysia,Wet,9,2018,0.585,0.38,0,ihhnv,simulated
25.11,11.03,8.13,7.68,0.739,229.92,142.83,1872.1,4.29,1,1,0,137,Indonesia,Wet,5,2019,0.264,0.78,1,ihhnv,simulated
33.38,16.19,6.17,8.64,2.454,253.37,49.03,2910.86,20.05,0,0,0,34,Thailand,Dry,4,2018,0.54,0.58,0,ihhnv,simulated
30.1,22.45,6.12,7.14,0.078,96.85,104.12,3333.71,8.17,1,1,0,94,China,Dry,2,2019,0.334,0.88,1,ihhnv,simulated
31.72,6.17,7.37,8.87,2.412,428.06,150.29,785.83,13.05,1,0,0,58,India,Dry,9,2019,0.327,0.78,1,ihhnv,simulated
31.24,15.61,6.36,9.58,3.494,350.8,167.13,4017.83,26.97,1,0,1,165,Indonesia,Wet,4,2022,0.537,1.0,1,ihhnv,simulated
27.47,34.91,6.45,9.53,3.995,52.5,171.46,2220.73,17.4,1,0,1,165,India,Wet,5,2020,0.524,1.0,1,ihhnv,simulated
32.56,25.49,6.26,4.36,3.957,198.18,122.58,3313.96,17.19,1,1,0,133,Malaysia,Dry,2,2021,0.728,0.98,1,ihhnv,simulated
20.0,24.5,7.31,9.75,4.704,122.83,154.54,2991.44,1.51,1,1,0,32,Indonesia,Wet,4,2019,0.373,0.88,0,ihhnv,simulated
28.84,7.03,7.99,7.82,1.568,472.1,102.01,2107.37,14.71,1,1,1,106,Vietnam,Dry,9,2022,0.329,0.83,1,ihhnv,simulated
25.88,9.98,8.88,2.48,0.181,98.27,196.08,4910.8,9.2,0,0,0,70,Malaysia,Dry,12,2022,0.501,0.605,1,ihhnv,simulated
34.66,3.15,7.42,8.5,1.532,190.33,27.01,1203.61,5.96,1,0,1,33,India,Wet,9,2022,0.234,0.68,1,ihhnv,simulated
23.13,29.4,7.56,2.72,1.011,460.97,36.57,3858.08,12.02,1,1,0,77,Thailand,Wet,1,2021,0.365,0.955,1,ihhnv,simulated
33.35,7.08,8.99,7.6,3.398,410.77,147.59,4869.55,14.93,1,0,0,76,Malaysia,Dry,9,2018,0.662,0.83,1,ihhnv,simulated
28.58,17.77,8.18,8.94,1.818,235.88,63.53,613.02,11.09,0,1,0,106,India,Dry,9,2020,0.351,0.78,1,ihhnv,simulated
33.62,3.46,8.64,4.51,1.109,206.01,55.17,3799.88,9.49,1,0,1,120,China,Dry,6,2019,0.496,0.68,0,ihhnv,simulated
23.74,13.28,7.03,9.9,2.116,133.88,193.06,1043.17,3.57,1,0,0,44,China,Wet,1,2021,0.317,0.93,1,ihhnv,simulated
22.95,12.75,7.97,2.05,1.235,48.73,15.51,2588.43,9.33,0,1,1,94,Philippines,Dry,12,2018,0.481,0.405,1,ihhnv,simulated
26.54,25.72,6.97,4.99,0.711,58.59,23.15,4947.8,8.16,1,1,1,156,Vietnam,Dry,10,2020,0.334,0.83,0,ihhnv,simulated
26.72,31.23,6.53,3.76,2.008,410.33,183.41,109.04,12.76,0,0,0,122,Philippines,Dry,12,2021,0.593,0.705,0,ihhnv,simulated
25.74,19.24,8.73,7.38,0.282,471.49,176.8,3719.52,18.91,1,1,1,46,Thailand,Wet,10,2020,0.324,1.0,1,ihhnv,simulated
23.41,31.78,7.21,6.55,4.784,471.16,95.68,2110.97,8.5,0,0,0,110,Indonesia,Wet,6,2023,0.497,0.63,1,ihhnv,simulated
28.28,0.73,7.85,7.44,1.98,90.46,33.34,4571.57,2.17,0,0,0,110,Thailand,Wet,6,2022,0.364,0.43,1,ihhnv,simulated
23.22,34.44,7.9,4.61,4.78,447.45,155.93,2215.47,21.69,0,0,0,146,Philippines,Dry,7,2020,0.58,0.58,0,ihhnv,simulated
31.61,13.21,6.24,6.54,1.225,198.73,195.63,2777.59,23.86,1,0,0,69,Philippines,Wet,6,2021,0.461,0.88,0,ihhnv,simulated
27.35,14.59,7.98,7.16,0.678,295.36,191.88,4488.59,12.26,0,0,1,127,China,Dry,7,2021,0.25,0.53,1,ihhnv,simulated
20.14,17.04,7.64,2.46,2.968,20.54,145.0,216.8,5.53,1,0,0,71,Malaysia,Dry,11,2021,0.604,1.0,1,ihhnv,simulated
26.58,32.05,6.92,8.98,3.45,313.28,21.7,1041.41,2.8,1,0,0,66,Thailand,Wet,12,2021,0.464,0.78,1,ihhnv,simulated
22.49,12.1,8.08,4.42,1.132,268.65,47.09,4209.0,25.78,0,0,0,153,Thailand,Wet,8,2018,0.408,0.48,0,ihhnv,simulated
26.91,19.35,6.8,8.58,3.217,295.8,22.25,3903.65,8.01,1,1,0,124,Malaysia,Dry,7,2019,0.497,0.88,1,ihhnv,simulated
31.56,13.47,7.39,2.49,2.072,463.71,83.38,619.03,2.99,1,1,1,65,Vietnam,Dry,5,2018,0.499,0.805,1,ihhnv,simulated
33.55,23.56,6.31,9.16,1.79,204.52,85.4,1019.07,0.78,1,1,0,112,Indonesia,Wet,12,2021,0.425,1.0,1,ihhnv,simulated
34.37,18.08,6.41,4.62,4.613,78.67,137.44,2473.46,27.59,1,1,0,140,Philippines,Wet,1,2021,0.694,1.0,1,ihhnv,simulated
32.11,9.56,6.84,5.44,4.694,496.29,141.66,1196.27,12.11,1,0,0,118,India,Wet,6,2018,0.595,0.88,1,ihhnv,simulated
23.18,6.26,8.08,4.87,0.946,267.63,185.56,663.19,20.1,0,1,0,61,Indonesia,Dry,10,2018,0.373,0.43,0,ihhnv,simulated
34.97,25.49,6.15,5.21,0.381,108.17,124.62,734.92,15.57,1,0,0,156,Vietnam,Wet,3,2023,0.427,1.0,1,ihhnv,simulated
20.69,24.28,6.1,3.1,4.883,77.39,11.14,1780.66,20.67,1,0,0,93,China,Dry,9,2023,0.797,0.855,0,ihhnv,simulated
29.63,2.78,8.95,9.65,4.882,340.92,132.01,833.33,8.42,0,1,1,76,Vietnam,Wet,5,2020,0.587,0.63,1,ihhnv,simulated
25.15,29.78,6.32,9.06,0.317,325.22,31.63,1180.41,6.09,0,1,0,97,Vietnam,Wet,7,2023,0.263,0.53,1,ihhnv,simulated
33.85,10.99,6.56,9.46,2.565,160.18,139.42,4779.36,19.92,1,1,1,92,Vietnam,Dry,7,2022,0.46,0.78,1,ihhnv,simulated
24.51,19.99,7.37,9.02,3.15,472.43,63.32,539.14,26.47,1,1,0,138,China,Wet,6,2021,0.388,1.0,1,ihhnv,simulated
34.29,4.85,6.36,2.06,4.951,242.55,151.94,2799.85,1.89,1,0,0,105,India,Wet,8,2021,0.788,0.955,1,ihhnv,simulated
29.41,0.19,8.1,8.99,2.418,92.49,22.96,2461.06,24.41,1,1,0,50,Malaysia,Wet,9,2023,0.402,0.68,1,ihhnv,simulated
22.1,28.03,7.97,8.12,2.82,61.46,61.19,1733.0,20.84,1,1,0,52,India,Dry,8,2021,0.454,1.0,1,ihhnv,simulated
22.96,13.53,8.55,5.4,0.085,195.88,91.5,4491.23,22.08,1,0,1,91,Malaysia,Dry,3,2022,0.338,0.88,1,ihhnv,simulated
32.44,33.51,7.94,8.34,0.176,175.53,51.94,1951.58,24.67,1,0,1,42,Indonesia,Dry,3,2019,0.148,0.53,1,ihhnv,simulated
32.9,23.03,8.57,5.49,4.672,356.88,13.89,4388.37,29.97,1,1,0,126,Indonesia,Wet,8,2019,0.662,0.83,1,ihhnv,simulated
32.67,24.86,7.22,6.13,0.022,97.84,46.67,3874.84,14.14,1,0,1,145,India,Wet,11,2021,0.178,0.83,1,ihhnv,simulated
23.61,3.85,8.02,7.09,0.722,244.4,78.71,1745.56,17.33,1,0,1,61,China,Dry,10,2019,0.264,0.88,1,ihhnv,simulated
24.08,10.03,6.97,9.06,3.366,201.05,198.65,1004.82,28.34,1,0,0,156,China,Wet,8,2022,0.453,0.98,1,ihhnv,simulated
30.13,26.44,7.6,9.57,3.834,215.99,79.15,3880.62,0.05,0,1,0,121,Philippines,Dry,10,2022,0.364,0.63,1,ihhnv,simulated
24.85,2.14,6.08,8.58,2.834,96.74,109.98,3927.79,0.95,1,0,0,49,India,Wet,10,2020,0.599,0.98,1,ihhnv,simulated
26.79,27.97,6.95,2.73,4.493,259.67,12.12,566.3,17.92,1,0,0,61,Philippines,Dry,11,2020,0.667,1.0,1,ihhnv,simulated
21.84,28.58,7.85,3.91,2.664,76.01,199.89,2362.04,10.46,1,0,1,53,Indonesia,Dry,6,2022,0.557,1.0,1,ihhnv,simulated
31.43,34.33,7.85,5.52,0.467,311.23,190.26,2106.61,28.41,0,0,0,86,Philippines,Wet,7,2022,0.26,0.43,0,ihhnv,simulated
21.05,30.92,6.31,9.36,4.744,271.56,117.33,3641.17,14.99,1,0,1,55,Vietnam,Dry,3,2020,0.553,0.78,1,ihhnv,simulated
27.84,6.13,6.85,2.84,2.645,212.01,69.11,1246.23,19.16,0,0,0,38,Philippines,Dry,3,2021,0.641,0.705,1,ihhnv,simulated
34.29,28.0,8.58,3.81,0.235,49.97,132.58,1477.53,25.64,0,1,0,85,Thailand,Wet,7,2021,0.412,0.705,1,ihhnv,simulated
20.29,25.23,6.31,4.33,1.913,430.67,146.62,3840.82,9.4,1,0,0,162,Philippines,Wet,5,2021,0.6,1.0,1,ihhnv,simulated
21.16,33.23,7.73,4.75,0.777,322.92,47.87,2199.17,29.64,0,0,1,49,Malaysia,Wet,5,2020,0.3,0.18,0,ihhnv,simulated
24.44,4.21,7.94,5.48,0.812,387.94,89.45,1230.44,18.78,1,0,1,113,Philippines,Wet,7,2019,0.314,0.88,1,ihhnv,simulated
25.56,21.96,8.92,7.45,1.663,62.62,168.19,4120.88,13.71,1,1,0,154,India,Wet,1,2021,0.506,1.0,1,ihhnv,simulated
31.54,19.82,7.22,4.55,1.531,354.93,151.31,3179.5,4.98,1,1,1,177,Indonesia,Dry,7,2021,0.398,0.98,1,ihhnv,simulated
34.1,26.3,6.72,5.84,2.766,265.65,187.43,4048.1,12.58,0,0,1,94,China,Dry,1,2021,0.576,0.83,1,ihhnv,simulated
28.96,1.36,7.66,7.22,4.794,44.85,126.74,864.62,29.05,1,0,0,30,Philippines,Dry,12,2018,0.453,0.88,1,ihhnv,simulated
26.04,13.55,6.07,8.07,0.649,450.18,139.27,1061.62,15.53,1,1,0,52,Indonesia,Dry,4,2020,0.375,0.73,1,ihhnv,simulated
31.26,27.21,7.6,6.4,4.377,326.25,107.07,4640.41,12.53,1,0,1,106,India,Wet,12,2023,0.47,1.0,1,ihhnv,simulated
20.77,17.4,8.84,9.55,3.312,23.75,154.74,2771.02,4.71,1,0,0,178,China,Wet,8,2019,0.572,1.0,1,ihhnv,simulated
26.7,32.05,7.87,2.2,4.451,390.6,74.5,452.21,21.34,0,1,1,161,India,Dry,6,2018,0.655,0.605,0,ihhnv,simulated
24.49,12.59,7.59,5.48,2.594,25.3,139.7,1817.98,14.75,1,0,1,35,Malaysia,Dry,2,2022,0.454,0.93,1,ihhnv,simulated
30.97,27.0,7.59,7.27,1.648,22.23,156.38,2179.17,10.6,1,0,1,144,Vietnam,Dry,11,2023,0.289,1.0,1,ihhnv,simulated
26.71,15.47,8.89,2.88,2.661,275.2,56.52,1920.07,10.22,1,0,0,32,Vietnam,Dry,10,2021,0.765,1.0,1,ihhnv,simulated
25.85,5.47,8.77,8.41,1.023,87.99,110.98,687.57,10.85,1,0,1,84,Vietnam,Wet,11,2019,0.378,1.0,1,ihhnv,simulated
27.85,27.15,8.92,5.41,1.654,116.89,68.08,1864.59,28.88,1,1,0,148,Vietnam,Wet,2,2021,0.573,1.0,1,ihhnv,simulated
32.68,31.86,8.73,4.97,1.172,69.43,155.45,4509.97,3.07,1,0,0,55,Malaysia,Wet,11,2020,0.503,0.88,1,ihhnv,simulated
26.61,22.99,7.46,6.2,1.557,416.45,102.72,1390.02,25.34,0,1,0,98,Vietnam,Wet,11,2021,0.306,0.78,1,ihhnv,simulated
32.6,34.59,6.07,3.23,0.913,437.07,30.79,4416.58,0.46,0,1,1,52,Malaysia,Dry,2,2020,0.565,0.255,0,ihhnv,simulated
25.39,28.02,8.91,8.33,4.307,242.09,109.67,4695.16,8.46,1,1,1,91,Indonesia,Wet,8,2022,0.624,1.0,1,ihhnv,simulated
29.62,17.45,7.44,2.62,4.054,404.05,52.83,4435.7,8.01,1,1,0,81,Thailand,Dry,8,2022,0.589,0.905,1,ihhnv,simulated
34.54,30.74,7.11,2.5,3.248,146.65,71.83,2386.64,1.57,1,1,1,55,Vietnam,Dry,4,2020,0.648,0.805,0,ihhnv,simulated
26.18,5.28,7.23,6.54,0.639,458.68,42.17,3430.84,27.54,0,0,1,124,Thailand,Wet,6,2021,0.231,0.38,0,ihhnv,simulated
20.9,19.79,7.32,7.47,4.203,131.35,33.62,1608.99,9.73,0,0,1,121,China,Dry,9,2018,0.448,0.48,1,ihhnv,simulated
33.54,24.28,7.79,5.55,4.08,200.74,57.94,4328.19,15.94,1,1,0,148,China,Wet,2,2019,0.53,0.78,1,ihhnv,simulated
30.75,0.76,7.7,7.58,4.943,244.07,59.72,4789.39,10.65,1,0,0,158,Malaysia,Wet,12,2023,0.447,0.63,0,ihhnv,simulated
30.25,8.19,8.4,7.61,3.27,367.08,30.62,3069.08,8.44,1,0,1,151,Vietnam,Dry,6,2022,0.563,0.68,0,ihhnv,simulated
29.41,6.14,6.54,6.93,0.9,43.22,77.56,1282.38,8.5,0,0,1,100,Philippines,Wet,4,2018,0.362,0.63,0,ihhnv,simulated
26.5,2.7,6.96,7.94,4.06,377.14,176.34,678.93,17.69,1,0,0,132,Indonesia,Wet,8,2023,0.492,0.98,1,ihhnv,simulated
28.95,22.3,8.35,4.51,2.253,104.11,116.32,1836.44,26.2,0,1,0,147,China,Wet,8,2023,0.575,0.83,1,ihhnv,simulated
34.16,26.61,6.99,2.73,2.286,432.34,172.72,2261.52,13.73,0,1,1,166,Malaysia,Wet,10,2019,0.581,0.855,1,ihhnv,simulated
20.03,0.16,8.43,8.37,2.855,277.77,25.54,968.53,17.92,0,0,1,83,China,Wet,12,2020,0.527,0.33,0,ihhnv,simulated
22.56,34.62,7.0,5.88,2.739,261.16,104.38,4517.38,4.13,0,0,1,95,China,Wet,2,2020,0.525,0.68,0,ihhnv,simulated
31.6,23.03,7.14,7.25,1.339,284.24,106.17,3812.81,0.88,1,0,0,179,Philippines,Dry,5,2023,0.3,1.0,1,ihhnv,simulated
23.9,26.65,6.44,6.08,2.358,105.43,58.85,2063.32,4.63,1,0,0,142,Thailand,Dry,7,2022,0.569,0.98,1,ihhnv,simulated
28.31,30.54,7.77,2.55,2.14,77.23,158.96,4654.86,21.47,1,0,1,125,India,Wet,9,2019,0.531,1.0,1,ihhnv,simulated
30.25,19.36,6.04,5.49,0.041,190.52,33.7,3457.68,9.9,0,1,0,82,Vietnam,Dry,4,2023,0.398,0.38,1,ihhnv,simulated
24.59,14.64,7.45,5.0,2.493,248.59,157.9,4087.66,17.27,0,0,1,83,Philippines,Wet,6,2022,0.452,0.68,1,ihhnv,simulated
30.33,13.22,8.46,6.41,0.515,424.71,41.69,415.02,8.55,1,1,0,72,Philippines,Dry,3,2019,0.337,0.43,1,ihhnv,simulated
26.31,10.91,6.67,6.18,0.044,35.41,71.12,2572.67,9.91,0,1,1,162,China,Dry,1,2020,0.271,0.48,0,ihhnv,simulated
32.81,14.32,7.26,2.45,4.299,412.26,134.63,4775.22,7.38,0,0,0,73,India,Wet,1,2022,0.625,0.605,1,ihhnv,simulated
25.87,24.23,7.07,7.12,0.49,221.77,88.36,1511.45,29.04,0,0,0,116,India,Wet,10,2018,0.222,0.78,1,ihhnv,simulated
33.18,21.43,7.63,4.96,1.74,25.01,187.95,4934.12,18.67,0,1,0,123,India,Wet,2,2021,0.383,0.68,1,ihhnv,simulated
29.68,5.12,7.22,6.9,4.439,372.75,161.18,4780.65,26.95,0,0,0,159,India,Dry,11,2021,0.483,0.58,1,ihhnv,simulated
28.16,31.0,8.89,5.17,4.213,255.8,81.93,199.59,5.14,1,0,1,151,China,Dry,11,2020,0.726,0.98,1,ihhnv,simulated
21.22,8.18,6.73,7.4,2.224,90.29,166.29,124.11,27.65,0,1,1,173,Indonesia,Dry,1,2021,0.462,0.38,0,ihhnv,simulated
28.08,2.17,6.78,2.07,2.047,444.3,116.02,125.48,11.84,1,1,1,124,Indonesia,Dry,12,2021,0.612,0.955,1,ihhnv,simulated
25.94,24.37,6.98,9.51,1.797,7.44,153.14,3143.53,18.52,1,1,1,49,India,Wet,4,2023,0.303,1.0,1,ihhnv,simulated
28.29,2.67,7.58,2.24,3.537,392.86,122.59,2057.72,6.16,1,1,1,86,Vietnam,Dry,8,2018,0.605,0.905,1,ihhnv,simulated
27.85,29.79,7.02,7.21,2.014,435.81,27.99,4013.97,25.1,1,1,0,51,Malaysia,Dry,12,2021,0.397,0.83,1,ihhnv,simulated
30.43,20.29,7.19,3.48,0.532,303.12,103.57,1387.57,5.83,0,0,1,62,India,Wet,5,2018,0.328,0.805,1,ihhnv,simulated
22.2,29.61,6.99,5.52,0.32,482.96,122.54,2067.69,10.68,0,0,1,75,Thailand,Wet,7,2021,0.27,0.88,1,ihhnv,simulated
24.04,32.7,7.34,2.09,0.26,395.31,159.69,4303.2,27.25,1,1,1,173,India,Dry,9,2018,0.319,0.805,0,ihhnv,simulated
29.84,18.52,8.48,5.27,3.784,18.73,11.27,3624.64,3.76,1,1,0,95,China,Wet,12,2018,0.654,0.93,1,ihhnv,simulated
32.66,23.29,8.83,9.67,4.215,174.96,155.13,4410.83,1.87,0,1,0,126,Philippines,Wet,1,2019,0.566,0.73,1,ihhnv,simulated
34.79,15.83,7.55,2.72,3.299,158.3,27.89,417.76,0.58,0,1,1,66,Malaysia,Wet,6,2021,0.584,0.605,0,ihhnv,simulated
30.81,20.89,7.33,7.39,0.991,373.48,66.98,4263.85,15.91,0,1,1,84,Indonesia,Dry,8,2020,0.225,0.58,0,ihhnv,simulated
26.98,24.8,8.47,5.64,3.661,426.9,176.39,2071.49,8.61,0,1,0,32,China,Dry,9,2020,0.64,0.78,1,ihhnv,simulated
34.09,34.01,7.77,3.12,0.438,209.6,151.84,4822.9,16.05,1,1,0,143,Philippines,Wet,5,2021,0.323,0.705,1,ihhnv,simulated
20.08,30.31,6.22,6.05,3.54,135.77,127.49,910.03,19.82,0,0,0,160,Vietnam,Wet,12,2018,0.678,0.48,0,ihhnv,simulated
32.95,11.85,6.62,5.95,4.783,351.72,70.78,418.19,26.1,1,0,1,109,Indonesia,Wet,7,2018,0.615,0.93,1,ihhnv,simulated
32.51,21.42,8.63,5.49,3.043,489.94,174.24,2895.19,1.75,0,0,1,173,Thailand,Wet,1,2018,0.672,0.88,1,ihhnv,simulated
31.56,24.43,7.71,7.56,2.983,103.57,77.12,506.75,15.2,0,0,0,172,Philippines,Dry,6,2021,0.448,0.73,1,ihhnv,simulated
