water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,imnv_outbreak,disease_type,data_source
21.7,14.53,7.6,9.01,2.865,299.53,114.12,3728.0,10.84,1,1,1,114,Vietnam,Wet,2,2021,0.368,0.83,1,imnv,simulated
33.67,1.96,7.45,3.45,0.461,223.55,11.21,2155.2,28.31,0,1,0,102,Philippines,Dry,12,2022,0.278,0.15,0,imnv,simulated
32.32,15.63,7.0,3.91,0.678,123.34,195.36,4186.89,6.09,1,0,1,127,Thailand,Dry,5,2023,0.362,0.9,1,imnv,simulated
22.45,16.72,7.48,2.65,0.206,36.05,134.9,843.62,17.78,1,1,1,87,Philippines,Wet,8,2023,0.271,0.8,1,imnv,simulated
20.62,11.47,6.5,8.95,4.313,392.95,165.87,3709.53,19.31,1,1,1,156,Vietnam,Wet,2,2018,0.535,0.89,1,imnv,simulated
34.17,5.75,8.98,9.74,1.888,273.22,82.9,755.61,27.01,1,1,1,72,India,Dry,12,2020,0.465,0.74,1,imnv,simulated
24.9,19.03,7.94,5.13,3.208,387.97,51.25,1576.57,21.17,0,1,0,100,Indonesia,Wet,5,2023,0.569,0.53,1,imnv,simulated
20.83,32.07,8.97,7.76,2.434,425.16,158.5,905.49,1.04,1,1,1,35,Malaysia,Wet,5,2021,0.59,0.74,1,imnv,simulated
22.2,1.9,8.81,6.52,3.659,220.57,23.29,908.41,22.82,1,1,0,148,China,Dry,7,2021,0.668,0.34,0,imnv,simulated
24.47,18.68,8.61,9.03,1.984,351.97,78.42,395.18,9.81,0,1,0,75,China,Dry,1,2019,0.438,0.74,0,imnv,simulated
28.27,31.58,8.49,7.16,1.384,140.71,32.43,4251.22,19.32,0,0,1,34,Thailand,Wet,4,2022,0.413,0.59,1,imnv,simulated
28.81,16.74,6.12,9.46,3.077,457.04,130.04,555.53,18.83,1,0,0,153,India,Wet,11,2019,0.581,1.0,1,imnv,simulated
22.48,6.51,7.79,9.06,2.213,118.4,137.47,2283.06,1.55,1,1,1,154,Indonesia,Wet,4,2021,0.326,0.68,1,imnv,simulated
25.9,28.8,6.22,2.86,2.442,113.2,39.64,4069.31,21.51,1,1,0,53,Vietnam,Wet,8,2022,0.723,0.73,1,imnv,simulated
23.87,21.6,7.36,4.9,1.808,401.15,79.22,4460.44,0.24,0,0,0,75,Indonesia,Dry,12,2021,0.394,0.58,1,imnv,simulated
23.73,14.53,8.7,9.58,2.58,431.51,10.75,4164.73,7.44,0,1,0,82,China,Wet,10,2022,0.501,0.39,1,imnv,simulated
27.3,23.94,8.62,5.07,3.963,340.94,134.71,1107.81,14.58,0,1,0,141,India,Wet,6,2022,0.684,0.84,1,imnv,simulated
23.1,19.43,8.76,9.6,4.263,227.92,32.68,4773.26,9.29,1,0,1,164,Vietnam,Wet,9,2021,0.557,0.74,1,imnv,simulated
20.34,29.59,8.93,5.26,3.44,496.24,161.03,3030.79,6.83,0,1,0,124,Malaysia,Dry,10,2020,0.73,0.39,1,imnv,simulated
34.01,29.41,8.49,6.87,4.06,225.71,136.62,4926.75,23.35,0,0,0,179,India,Dry,2,2018,0.603,0.59,1,imnv,simulated
31.99,12.61,7.29,7.47,4.764,388.13,170.98,2511.33,13.65,0,0,1,63,Indonesia,Dry,2,2022,0.453,0.73,1,imnv,simulated
29.84,27.49,8.46,2.6,4.118,466.3,171.24,864.64,21.05,1,1,1,137,Malaysia,Wet,10,2023,0.74,1.0,1,imnv,simulated
25.5,16.09,7.51,8.98,0.883,43.45,27.58,912.81,5.68,1,1,1,172,Indonesia,Wet,1,2023,0.134,0.66,1,imnv,simulated
31.63,6.38,7.66,7.67,0.03,356.27,18.31,3310.73,12.65,0,0,1,117,China,Wet,10,2022,0.108,0.31,0,imnv,simulated
22.75,19.74,8.62,8.88,2.613,52.7,30.1,4550.48,0.7,0,0,0,40,Vietnam,Wet,12,2021,0.514,0.49,1,imnv,simulated
27.36,26.19,6.71,7.23,4.403,297.04,24.35,667.06,29.67,0,1,0,115,Philippines,Dry,11,2020,0.557,0.49,1,imnv,simulated
30.32,17.05,8.58,2.61,2.727,57.6,57.03,1227.58,26.71,1,0,0,128,Thailand,Dry,9,2022,0.729,0.88,1,imnv,simulated
27.0,23.11,6.34,6.55,1.765,448.7,102.35,1326.6,4.54,0,0,1,54,Indonesia,Dry,6,2022,0.504,0.89,1,imnv,simulated
30.37,8.52,6.13,6.54,1.763,470.45,126.67,3389.04,22.83,0,1,1,70,India,Wet,7,2020,0.54,0.74,1,imnv,simulated
32.81,14.69,8.83,5.72,3.768,45.08,161.41,1495.41,22.18,1,1,0,55,India,Dry,1,2022,0.698,0.84,1,imnv,simulated
30.53,28.67,8.36,6.93,1.973,427.25,144.56,3551.08,1.64,1,1,0,125,Vietnam,Wet,11,2019,0.465,0.89,1,imnv,simulated
32.77,12.01,8.94,7.64,4.38,119.52,179.91,3743.46,18.67,0,1,0,103,Thailand,Dry,2,2018,0.652,0.64,0,imnv,simulated
23.2,17.92,8.06,8.2,1.253,304.78,110.32,2917.86,7.4,1,0,1,147,Malaysia,Wet,2,2018,0.293,0.99,1,imnv,simulated
26.5,1.62,7.51,6.81,4.804,305.43,168.94,4795.34,0.71,1,1,0,112,Malaysia,Wet,4,2018,0.441,0.83,1,imnv,simulated
33.14,19.11,8.35,2.24,0.192,249.4,139.2,666.6,2.46,1,0,1,149,Indonesia,Wet,4,2021,0.422,1.0,1,imnv,simulated
26.61,21.13,7.58,7.62,3.787,469.75,19.58,2602.71,17.94,0,0,1,180,India,Wet,12,2022,0.426,0.68,1,imnv,simulated
23.56,13.03,8.32,8.79,3.856,276.64,160.37,2515.44,25.8,1,1,1,144,Indonesia,Wet,12,2018,0.51,0.89,0,imnv,simulated
26.55,28.71,7.75,2.27,4.699,131.24,171.9,4702.84,15.65,1,0,0,121,Indonesia,Wet,1,2023,0.633,1.0,1,imnv,simulated
27.89,5.1,8.82,2.81,2.306,222.32,66.57,4232.08,6.42,0,0,1,125,Thailand,Dry,7,2018,0.716,0.58,1,imnv,simulated
31.09,2.6,6.5,8.7,0.219,37.63,99.66,4581.69,16.3,1,1,0,60,Philippines,Wet,10,2018,0.234,0.67,1,imnv,simulated
29.61,9.99,7.82,8.61,1.743,263.84,93.98,357.31,20.2,1,0,0,136,Vietnam,Wet,2,2018,0.293,0.93,1,imnv,simulated
29.31,9.29,8.85,5.97,2.633,119.63,86.12,2672.63,19.61,0,1,0,41,Malaysia,Dry,3,2020,0.652,0.59,1,imnv,simulated
31.9,33.12,7.08,6.47,2.512,230.42,151.45,3773.84,1.88,1,1,0,150,Indonesia,Wet,3,2019,0.467,0.73,0,imnv,simulated
23.73,8.72,8.1,6.46,3.897,53.02,39.23,2520.66,5.1,0,0,0,119,China,Dry,10,2018,0.551,0.24,0,imnv,simulated
30.8,8.48,7.29,3.44,3.356,72.16,54.81,1283.48,19.68,1,0,1,84,Philippines,Dry,4,2021,0.587,0.72,1,imnv,simulated
32.31,0.57,7.66,9.67,0.944,31.81,136.35,890.48,4.59,0,0,0,168,Thailand,Wet,12,2018,0.143,0.51,1,imnv,simulated
31.71,32.19,8.91,5.69,3.284,462.07,161.46,2690.38,8.93,1,1,1,66,Philippines,Wet,8,2023,0.712,0.84,1,imnv,simulated
20.1,16.51,7.29,6.51,0.876,465.1,149.22,2615.28,1.14,1,1,0,173,India,Dry,3,2018,0.249,0.56,1,imnv,simulated
21.98,25.55,6.53,6.61,3.296,439.31,150.79,1797.67,10.44,1,0,0,55,India,Wet,11,2021,0.608,0.94,1,imnv,simulated
27.97,21.07,8.04,9.9,0.853,222.96,97.97,1746.73,13.41,0,0,0,59,Malaysia,Dry,10,2021,0.188,0.72,1,imnv,simulated
20.7,0.84,6.56,6.21,2.173,55.88,113.38,3025.22,12.25,0,0,1,174,Thailand,Dry,1,2019,0.524,0.54,0,imnv,simulated
27.29,22.15,7.26,8.21,3.245,140.94,45.64,3655.66,10.8,1,1,0,117,Vietnam,Wet,6,2021,0.433,0.73,0,imnv,simulated
27.77,18.74,7.57,8.31,1.522,314.23,174.41,2091.42,18.86,0,0,0,147,Philippines,Wet,9,2019,0.237,0.88,1,imnv,simulated
24.91,8.69,7.77,9.33,2.641,341.8,184.13,2652.49,14.38,1,1,1,174,China,Dry,1,2022,0.361,0.78,1,imnv,simulated
24.96,29.16,8.44,5.58,3.872,127.78,49.9,4997.69,12.34,0,0,1,65,India,Dry,3,2019,0.637,0.49,0,imnv,simulated
30.8,7.02,6.0,4.77,0.969,360.17,118.6,4128.68,7.45,1,1,1,96,Malaysia,Dry,6,2021,0.532,0.72,1,imnv,simulated
21.05,11.14,6.18,7.53,0.518,202.64,196.19,1820.67,8.03,1,1,1,67,India,Dry,1,2022,0.36,0.67,0,imnv,simulated
30.94,34.71,6.48,6.77,2.06,358.58,100.86,1392.63,17.45,0,1,0,30,China,Dry,7,2021,0.507,0.59,1,imnv,simulated
30.36,0.27,7.64,3.56,2.517,379.06,151.97,620.4,1.68,0,1,1,38,Malaysia,Dry,1,2021,0.518,0.67,1,imnv,simulated
33.37,5.92,8.46,9.18,1.011,84.8,184.72,639.97,3.56,1,0,1,118,Indonesia,Wet,4,2019,0.3,0.94,1,imnv,simulated
34.86,26.13,8.63,5.92,2.226,175.93,92.56,2370.6,26.2,1,0,1,106,Indonesia,Wet,1,2020,0.572,1.0,1,imnv,simulated
22.29,0.68,8.01,4.48,0.52,369.01,57.42,3835.6,23.24,0,0,1,126,Indonesia,Wet,12,2020,0.327,0.27,0,imnv,simulated
31.52,6.93,6.68,8.86,2.197,477.41,65.67,3755.15,29.11,0,0,1,45,India,Wet,1,2019,0.419,0.49,0,imnv,simulated
20.81,25.8,6.04,2.32,0.059,65.3,59.03,2258.74,22.38,0,0,1,59,Philippines,Dry,10,2018,0.506,0.41,1,imnv,simulated
27.69,22.18,7.67,7.24,4.749,234.2,26.17,4794.8,14.08,1,1,0,108,Malaysia,Dry,4,2021,0.454,0.63,1,imnv,simulated
26.93,22.57,7.62,4.31,4.004,149.03,141.48,4491.38,28.99,0,0,0,145,Indonesia,Wet,10,2019,0.543,0.88,1,imnv,simulated
28.62,33.53,7.3,7.41,3.22,52.85,182.39,3081.61,9.82,1,1,1,114,China,Dry,11,2021,0.453,0.78,1,imnv,simulated
29.71,10.47,6.42,7.96,4.566,365.19,119.12,3505.18,5.85,1,1,1,62,Thailand,Dry,6,2023,0.581,0.99,1,imnv,simulated
28.59,18.01,8.89,6.21,2.901,114.48,47.75,1007.7,27.54,1,1,1,90,Vietnam,Dry,1,2022,0.68,0.74,1,imnv,simulated
28.78,2.86,8.87,7.39,1.374,40.18,112.09,3932.94,16.72,0,0,1,53,Malaysia,Wet,11,2023,0.468,0.84,1,imnv,simulated
31.99,6.29,7.3,4.32,2.788,137.16,19.09,4440.05,8.17,1,1,1,81,China,Dry,1,2020,0.532,0.43,0,imnv,simulated
27.2,24.24,8.39,5.16,1.021,338.67,85.08,966.97,11.72,0,0,0,104,Vietnam,Wet,5,2019,0.423,0.94,1,imnv,simulated
33.19,0.52,8.35,6.59,2.268,285.36,170.33,1394.01,18.07,1,1,1,79,Indonesia,Dry,4,2018,0.507,0.74,1,imnv,simulated
23.24,19.43,8.52,7.37,3.593,65.71,72.95,1674.77,28.58,0,0,0,64,Philippines,Wet,5,2022,0.591,0.74,1,imnv,simulated
30.81,10.66,8.56,4.14,0.286,417.08,130.2,4061.33,10.77,0,1,1,119,Vietnam,Wet,12,2021,0.404,0.77,1,imnv,simulated
31.47,12.66,6.55,5.84,1.41,7.39,172.66,4827.19,18.56,1,1,1,31,Thailand,Dry,7,2020,0.454,0.89,1,imnv,simulated
21.8,22.73,6.58,9.77,2.723,244.64,150.23,2265.58,23.73,0,0,0,176,China,Dry,1,2018,0.464,0.64,1,imnv,simulated
29.13,7.54,7.1,7.74,2.038,91.79,95.61,1356.71,12.76,1,0,0,46,China,Dry,2,2023,0.368,0.83,1,imnv,simulated
23.89,31.18,7.17,8.94,1.201,39.07,118.06,249.94,6.11,1,1,0,69,India,Dry,1,2023,0.224,0.53,0,imnv,simulated
23.55,13.45,8.85,3.75,4.419,448.71,114.37,4428.51,10.95,0,0,0,108,Philippines,Dry,2,2018,0.767,0.73,1,imnv,simulated
30.69,12.24,8.56,3.54,3.164,339.16,117.75,4264.62,6.82,0,0,0,149,Malaysia,Wet,3,2022,0.725,1.0,1,imnv,simulated
23.79,2.84,6.31,4.36,2.372,147.06,142.57,2350.05,7.41,0,0,1,95,China,Dry,12,2023,0.65,0.54,0,imnv,simulated
29.19,20.67,8.4,7.9,4.781,4.22,50.02,2282.33,13.83,0,1,1,82,Vietnam,Wet,6,2022,0.553,0.64,1,imnv,simulated
28.27,26.1,8.39,3.85,4.637,496.28,125.11,3088.31,8.52,0,0,0,102,China,Wet,12,2022,0.687,1.0,1,imnv,simulated
27.6,32.36,6.5,7.95,0.982,74.61,178.02,4034.07,1.87,1,1,1,46,India,Dry,2,2020,0.344,0.72,1,imnv,simulated
21.23,28.9,8.77,8.95,1.754,173.89,151.31,444.86,23.79,1,0,0,68,Thailand,Wet,9,2023,0.442,0.79,1,imnv,simulated
27.11,20.84,8.31,7.05,2.395,393.15,167.62,2418.13,0.17,0,0,0,69,India,Wet,5,2021,0.499,0.94,1,imnv,simulated
20.19,2.11,8.15,6.14,4.406,63.11,186.88,3911.72,7.0,0,1,1,122,Vietnam,Dry,10,2023,0.57,0.44,1,imnv,simulated
33.99,14.77,6.78,3.37,2.989,444.41,110.84,2492.69,13.75,0,0,1,87,India,Wet,5,2018,0.673,0.98,1,imnv,simulated
21.97,28.48,7.3,8.66,3.571,135.7,26.62,1303.42,20.07,0,1,0,65,Indonesia,Dry,1,2020,0.411,0.08,0,imnv,simulated
29.12,28.25,6.64,7.59,4.071,236.31,51.32,2812.74,29.04,1,1,1,80,Malaysia,Dry,2,2019,0.557,0.59,0,imnv,simulated
25.23,23.29,6.7,7.26,3.413,234.02,14.83,4526.7,3.4,0,0,0,133,Philippines,Dry,12,2021,0.558,0.59,0,imnv,simulated
28.86,3.74,6.88,8.66,0.235,351.14,174.1,1804.83,17.11,1,0,1,86,Malaysia,Wet,3,2019,0.174,0.92,1,imnv,simulated
28.27,14.31,8.57,3.48,0.099,468.04,87.24,437.48,23.61,0,0,1,51,China,Dry,8,2020,0.407,0.86,1,imnv,simulated
31.78,16.12,6.48,4.99,2.298,187.01,70.35,2533.73,27.89,1,0,0,119,China,Wet,1,2022,0.592,1.0,1,imnv,simulated
23.59,5.67,6.84,5.65,4.713,21.93,104.09,4816.38,7.73,1,0,1,133,India,Wet,3,2021,0.588,0.84,1,imnv,simulated
20.28,7.55,8.61,7.79,0.96,329.52,154.01,4186.12,27.72,1,1,0,138,Malaysia,Wet,7,2020,0.365,0.57,0,imnv,simulated
28.06,25.03,7.62,5.23,4.384,195.27,42.31,433.87,7.54,1,1,0,76,Vietnam,Dry,5,2021,0.512,0.63,0,imnv,simulated
29.45,30.36,6.55,3.64,1.001,276.29,57.45,823.75,20.93,1,1,1,46,Malaysia,Wet,6,2023,0.482,0.78,0,imnv,simulated
30.57,19.96,7.91,4.46,3.93,82.22,11.62,4315.46,12.6,0,0,1,60,China,Dry,11,2021,0.586,0.58,0,imnv,simulated
28.91,2.22,8.72,9.32,2.066,113.96,39.19,4892.65,26.98,0,1,1,123,India,Wet,5,2019,0.456,0.49,1,imnv,simulated
33.06,29.26,7.4,3.19,3.605,118.27,182.96,4386.08,8.66,1,1,1,120,Malaysia,Dry,8,2022,0.577,0.77,1,imnv,simulated
30.36,30.59,6.28,5.66,4.928,417.55,196.42,1226.93,20.35,0,0,0,124,Malaysia,Wet,7,2022,0.681,0.79,0,imnv,simulated
34.91,9.39,8.3,3.58,3.856,358.81,11.42,880.47,8.24,1,0,0,53,Indonesia,Dry,6,2022,0.681,0.63,1,imnv,simulated
34.06,1.71,6.82,2.11,1.453,116.88,68.18,1321.05,17.77,1,1,0,53,Philippines,Dry,12,2022,0.538,0.53,1,imnv,simulated
29.2,18.09,8.18,7.68,4.847,107.92,137.8,1756.89,20.45,0,1,1,161,Thailand,Dry,10,2018,0.524,0.79,1,imnv,simulated
34.55,5.36,7.61,7.32,1.448,82.37,38.22,1479.94,29.03,0,1,1,75,Philippines,Wet,6,2018,0.269,0.33,1,imnv,simulated
32.5,31.57,8.92,7.63,2.184,291.71,128.78,1658.31,14.07,1,1,0,97,Thailand,Dry,7,2022,0.558,0.69,1,imnv,simulated
22.69,15.49,8.57,8.83,0.419,351.67,159.47,3691.05,28.51,0,0,1,34,Thailand,Dry,5,2018,0.264,0.57,1,imnv,simulated
31.47,3.34,6.99,6.65,1.792,340.74,41.13,4799.47,9.01,1,0,1,76,Vietnam,Wet,3,2021,0.396,0.69,1,imnv,simulated
34.11,28.92,6.14,3.69,2.838,471.68,111.05,3166.53,0.22,1,1,0,180,China,Dry,5,2023,0.752,0.78,1,imnv,simulated
28.81,26.68,6.66,6.98,0.396,19.25,81.6,3724.74,18.59,1,1,1,169,Vietnam,Dry,12,2019,0.285,0.87,1,imnv,simulated
31.55,11.59,8.17,4.65,0.034,267.94,53.38,4789.51,27.01,0,1,0,145,China,Wet,10,2019,0.294,0.37,0,imnv,simulated
31.4,7.75,6.66,5.37,3.445,320.26,81.3,1670.41,14.15,1,0,0,129,China,Wet,7,2020,0.628,0.89,1,imnv,simulated
31.39,19.98,8.97,5.48,4.731,415.98,23.29,1518.39,20.27,1,1,1,174,Malaysia,Dry,12,2020,0.729,0.64,0,imnv,simulated
21.3,18.72,6.63,3.8,1.834,488.35,26.13,1551.95,7.18,0,0,0,84,India,Dry,2,2023,0.555,0.48,0,imnv,simulated
32.53,21.53,7.7,5.28,2.241,81.37,160.43,3540.0,26.44,0,1,0,35,Thailand,Wet,7,2019,0.44,0.68,1,imnv,simulated
20.42,6.49,6.76,4.92,3.901,174.4,142.77,1830.56,24.41,1,1,0,166,Malaysia,Dry,4,2018,0.626,0.59,0,imnv,simulated
33.86,3.28,8.38,4.44,4.434,108.43,57.62,3675.46,5.31,0,0,1,171,Malaysia,Wet,11,2019,0.665,0.49,1,imnv,simulated
31.67,14.3,7.48,2.61,3.513,281.39,105.04,4370.82,28.22,0,1,1,89,Malaysia,Wet,7,2023,0.583,0.82,0,imnv,simulated
21.47,25.6,6.39,5.97,4.844,78.46,123.68,2484.87,24.54,0,0,1,39,Vietnam,Wet,12,2022,0.653,0.79,1,imnv,simulated
27.83,13.21,8.76,3.26,0.168,178.37,48.13,763.47,4.83,1,1,1,61,Thailand,Dry,11,2018,0.453,0.71,0,imnv,simulated
20.05,27.12,6.7,3.49,3.997,431.72,52.59,2363.37,9.85,1,1,1,126,India,Wet,8,2022,0.684,0.73,1,imnv,simulated
29.61,15.92,7.01,3.79,0.097,439.19,125.66,2279.03,2.18,1,0,0,52,India,Dry,3,2023,0.299,0.95,1,imnv,simulated
31.27,0.39,7.9,3.74,4.924,451.87,73.2,1457.62,13.99,1,0,0,117,Indonesia,Wet,11,2019,0.609,0.92,1,imnv,simulated
32.88,28.09,8.52,7.32,4.517,237.67,195.83,2658.07,16.4,1,0,1,71,Indonesia,Dry,6,2018,0.593,0.84,1,imnv,simulated
32.14,17.56,7.9,7.91,0.245,145.99,79.58,2824.24,24.36,1,1,1,127,Vietnam,Wet,10,2018,0.164,0.81,0,imnv,simulated
25.57,6.49,7.05,2.85,0.191,259.56,21.39,3924.94,7.85,1,1,1,93,Malaysia,Dry,3,2021,0.335,0.5,0,imnv,simulated
31.35,33.47,8.73,4.65,3.074,180.86,121.36,3989.97,20.34,1,0,0,90,China,Wet,7,2019,0.717,0.89,1,imnv,simulated
26.53,10.44,6.72,5.16,1.445,372.64,153.57,916.44,15.83,1,1,0,109,Thailand,Wet,8,2019,0.452,1.0,1,imnv,simulated
22.65,17.28,6.37,2.93,4.739,96.77,188.5,2567.36,20.86,1,1,1,106,Indonesia,Wet,2,2023,0.757,0.98,1,imnv,simulated
25.88,21.39,8.15,8.59,4.826,278.03,108.51,1241.58,10.6,0,0,1,174,Malaysia,Dry,6,2018,0.489,0.89,1,imnv,simulated
29.19,2.9,6.61,5.18,0.222,487.17,113.6,3641.81,3.69,1,1,1,63,China,Dry,12,2018,0.334,0.72,1,imnv,simulated
24.35,12.63,6.83,8.49,1.407,460.22,42.09,774.06,12.7,1,1,1,57,Vietnam,Dry,8,2019,0.318,0.74,1,imnv,simulated
25.38,25.78,7.82,4.12,3.99,387.98,67.42,1499.22,22.4,1,1,0,140,Philippines,Wet,4,2021,0.583,0.73,1,imnv,simulated
31.75,19.39,7.75,2.13,4.243,267.18,110.59,308.66,8.43,0,0,1,48,Thailand,Wet,3,2022,0.637,0.92,1,imnv,simulated
29.03,26.62,7.29,7.33,4.418,276.28,128.66,3220.59,22.38,0,0,0,168,Indonesia,Wet,8,2021,0.457,0.88,1,imnv,simulated
32.57,23.75,8.46,4.44,0.147,68.35,45.55,3590.86,12.87,1,0,1,51,Philippines,Wet,6,2019,0.362,0.72,1,imnv,simulated
34.3,29.53,8.15,7.6,4.027,63.18,144.65,1856.53,12.73,1,1,1,76,Malaysia,Wet,2,2020,0.522,0.84,1,imnv,simulated
23.61,31.48,7.73,7.02,2.227,396.16,112.18,3192.42,10.27,0,0,0,74,Thailand,Wet,5,2021,0.385,0.53,1,imnv,simulated
30.56,9.52,8.55,8.61,4.183,432.32,100.32,2047.61,24.81,1,1,0,120,India,Dry,2,2022,0.555,0.79,0,imnv,simulated
23.47,3.91,7.75,9.55,0.026,41.84,43.69,3470.03,14.23,1,0,1,83,Thailand,Wet,5,2020,0.06,0.41,1,imnv,simulated
27.78,16.21,8.32,3.98,3.963,91.14,77.08,3593.69,10.12,0,1,1,106,Vietnam,Dry,10,2020,0.671,0.88,1,imnv,simulated
28.59,8.11,6.95,5.38,2.01,487.43,181.06,4865.67,10.41,0,1,0,126,India,Wet,8,2022,0.469,0.69,1,imnv,simulated
21.78,26.74,6.94,9.04,1.697,414.6,111.18,4446.49,27.34,0,1,1,49,Malaysia,Dry,12,2020,0.314,0.59,0,imnv,simulated
30.55,2.11,8.05,6.98,0.448,260.01,41.09,2374.66,1.9,1,0,0,120,Thailand,Dry,1,2018,0.242,0.52,1,imnv,simulated
31.82,1.4,8.88,7.85,2.199,392.42,185.85,712.71,28.44,1,0,1,113,Thailand,Dry,4,2018,0.546,0.84,1,imnv,simulated
21.98,7.64,6.69,6.08,3.034,385.26,120.8,1200.39,15.24,1,0,1,68,Indonesia,Dry,4,2019,0.599,0.74,1,imnv,simulated
28.68,2.93,7.54,7.18,2.504,39.84,41.03,2060.48,26.04,1,0,0,159,Thailand,Dry,5,2018,0.379,0.58,0,imnv,simulated
28.18,30.52,8.33,5.69,4.229,296.68,79.0,3997.83,16.93,1,0,1,48,China,Wet,6,2022,0.615,1.0,1,imnv,simulated
28.57,25.57,8.82,7.38,0.711,362.33,167.56,2152.93,29.86,0,1,1,125,Thailand,Dry,11,2020,0.386,0.67,0,imnv,simulated
20.57,29.72,6.31,2.24,1.958,168.53,94.43,2251.35,25.54,0,0,0,62,India,Wet,8,2020,0.675,0.68,1,imnv,simulated
27.85,2.22,7.4,9.92,4.562,178.66,147.52,696.4,23.03,1,0,0,73,Vietnam,Dry,11,2021,0.353,0.83,1,imnv,simulated
20.12,10.54,6.22,6.96,4.881,251.95,10.58,555.39,3.36,1,1,1,172,Philippines,Dry,3,2023,0.648,0.54,0,imnv,simulated
20.59,17.19,7.87,6.46,0.033,311.39,136.09,4293.89,1.54,1,0,0,81,Thailand,Dry,2,2023,0.183,0.66,0,imnv,simulated
32.94,20.0,6.22,2.85,1.203,289.53,194.94,1894.85,14.13,1,0,1,114,Philippines,Wet,7,2022,0.585,1.0,1,imnv,simulated
21.34,27.44,7.75,3.5,2.47,326.95,103.41,385.76,5.68,0,0,1,37,Philippines,Wet,9,2023,0.533,0.82,1,imnv,simulated
26.78,31.21,6.46,4.71,0.384,306.86,170.83,3339.46,8.79,1,1,1,53,Malaysia,Dry,3,2020,0.392,0.72,1,imnv,simulated
34.87,8.39,6.06,2.8,4.034,60.25,20.93,1272.72,18.88,1,1,1,138,Vietnam,Wet,5,2018,0.813,0.68,0,imnv,simulated
24.55,5.59,7.8,2.82,1.496,410.36,23.63,374.74,5.8,1,0,0,113,China,Wet,8,2023,0.456,0.77,0,imnv,simulated
20.12,6.95,7.88,3.49,2.473,442.97,22.39,2031.21,12.05,0,1,1,98,China,Dry,9,2023,0.555,0.22,0,imnv,simulated
32.01,21.82,7.92,4.7,0.939,199.59,109.33,4209.82,7.18,0,1,0,60,China,Wet,6,2022,0.351,0.56,0,imnv,simulated
29.11,32.08,8.27,5.48,0.358,213.31,112.63,3638.83,24.19,0,0,0,70,Vietnam,Wet,2,2018,0.319,0.67,1,imnv,simulated
21.01,31.23,7.44,7.04,4.071,163.61,85.83,3781.2,21.97,0,0,0,31,China,Dry,4,2021,0.442,0.43,1,imnv,simulated
32.66,27.13,7.36,7.54,1.674,102.47,172.02,1120.17,10.75,0,0,0,130,China,Wet,8,2022,0.291,0.78,1,imnv,simulated
33.62,17.45,8.53,7.76,3.481,124.84,56.73,3943.04,8.22,1,0,0,128,India,Wet,8,2021,0.58,0.79,1,imnv,simulated
32.63,19.51,7.6,6.77,3.559,396.5,122.63,843.19,8.7,1,1,1,36,Indonesia,Wet,8,2020,0.458,0.93,1,imnv,simulated
31.64,0.46,8.14,5.89,1.677,169.46,146.24,3252.12,20.9,0,0,0,50,Malaysia,Wet,4,2020,0.43,0.69,1,imnv,simulated
27.59,26.18,6.13,3.83,3.811,220.05,197.64,4587.49,7.9,1,1,1,72,Thailand,Dry,3,2021,0.767,1.0,1,imnv,simulated
26.31,14.88,7.88,2.21,3.734,293.15,142.16,1586.56,9.15,0,0,0,89,Malaysia,Dry,5,2023,0.656,0.87,1,imnv,simulated
31.3,32.22,8.14,3.44,0.59,21.01,152.03,2576.73,13.13,1,0,0,174,Thailand,Wet,7,2021,0.391,0.86,1,imnv,simulated
21.75,17.61,7.36,5.4,3.928,466.9,191.02,3154.17,3.03,0,0,1,137,India,Dry,9,2020,0.51,0.63,1,imnv,simulated
25.71,30.55,8.68,6.87,4.549,322.88,123.67,4892.77,28.89,0,0,0,117,Philippines,Wet,6,2023,0.634,0.79,1,imnv,simulated
27.65,13.66,6.22,5.34,3.211,433.17,60.73,1384.23,24.94,0,0,1,152,China,Dry,3,2020,0.702,0.64,1,imnv,simulated
25.1,16.5,8.09,8.99,3.402,199.56,174.33,1512.88,27.45,1,0,1,151,Thailand,Wet,12,2022,0.465,1.0,1,imnv,simulated
26.04,31.04,6.94,9.39,1.562,386.48,192.17,1349.79,15.33,1,0,0,147,Thailand,Wet,11,2020,0.287,0.99,1,imnv,simulated
23.02,29.18,6.77,5.7,4.341,160.35,183.77,1985.03,27.07,1,0,1,170,Philippines,Wet,10,2022,0.598,0.84,1,imnv,simulated
27.87,12.43,6.54,7.79,0.029,329.3,17.15,3227.35,2.56,1,1,1,56,Indonesia,Dry,12,2023,0.237,0.62,0,imnv,simulated
20.47,4.75,8.4,4.24,4.737,271.83,49.03,2334.23,7.09,1,1,1,58,Philippines,Dry,1,2022,0.675,0.39,0,imnv,simulated
23.49,32.22,6.17,9.09,2.449,155.27,138.14,2847.64,15.4,1,1,0,121,China,Dry,6,2018,0.524,0.59,0,imnv,simulated
29.87,34.04,6.73,9.63,4.715,5.0,55.11,4545.12,25.63,1,1,0,125,Indonesia,Wet,7,2022,0.474,0.64,1,imnv,simulated
