water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,ems_ahpnd_outbreak,disease_type,data_source
34.96,9.89,7.54,7.86,4.013,235.95,51.45,4266.38,3.37,0,1,1,163,India,Wet,9,2023,0.411,0.83,1,ems_ahpnd,simulated
34.17,16.85,7.11,4.69,0.254,24.73,164.2,2474.24,10.94,0,1,0,101,India,Dry,3,2022,0.27,0.82,1,ems_ahpnd,simulated
23.52,7.77,8.41,4.12,3.411,107.96,99.73,2302.92,5.3,0,0,0,134,Malaysia,Wet,6,2022,0.681,0.61,1,ems_ahpnd,simulated
27.48,14.58,8.63,6.89,3.645,380.43,188.58,3681.72,26.16,0,0,1,37,Malaysia,Wet,9,2019,0.625,0.96,1,ems_ahpnd,simulated
34.88,29.02,7.84,2.84,4.55,208.22,24.31,2555.78,17.69,0,0,1,34,Philippines,Dry,7,2019,0.629,0.8,1,ems_ahpnd,simulated
26.56,34.83,8.33,4.63,0.635,241.95,124.44,766.82,14.66,0,1,0,77,Vietnam,Dry,6,2020,0.388,0.4,1,ems_ahpnd,simulated
24.8,27.2,7.18,8.92,0.938,436.88,117.67,4547.24,7.61,0,0,1,116,China,Dry,1,2021,0.194,0.47,0,ems_ahpnd,simulated
22.6,33.57,8.5,8.27,4.394,112.37,120.4,2187.87,21.65,1,1,1,68,Malaysia,Wet,12,2021,0.558,0.96,1,ems_ahpnd,simulated
34.39,2.3,8.04,6.1,1.061,448.26,135.09,2322.02,5.8,0,0,1,132,Indonesia,Wet,7,2018,0.338,1.0,1,ems_ahpnd,simulated
26.49,24.33,8.57,4.72,4.529,31.68,81.86,4422.99,26.1,1,1,0,127,China,Wet,8,2022,0.688,0.61,1,ems_ahpnd,simulated
31.11,4.83,7.13,9.87,2.861,286.68,161.75,3462.78,25.43,0,1,0,98,Vietnam,Wet,5,2019,0.384,0.93,1,ems_ahpnd,simulated
32.77,5.44,6.59,5.98,2.347,135.79,181.13,824.78,4.35,0,1,0,57,China,Wet,9,2019,0.546,1.0,1,ems_ahpnd,simulated
30.99,28.08,7.73,9.33,1.287,102.0,96.2,594.59,19.85,1,0,1,33,Philippines,Dry,3,2019,0.204,0.93,1,ems_ahpnd,simulated
20.37,10.99,8.21,4.58,4.826,158.91,91.03,1088.61,20.16,1,0,0,142,Thailand,Dry,4,2021,0.632,0.76,0,ems_ahpnd,simulated
22.93,12.19,7.34,2.68,1.793,130.23,198.3,1291.23,19.17,0,1,1,57,India,Wet,10,2022,0.47,0.9,0,ems_ahpnd,simulated
30.34,5.15,7.19,6.32,2.848,322.48,181.44,1348.07,23.17,0,0,1,118,India,Dry,9,2023,0.491,1.0,1,ems_ahpnd,simulated
34.31,34.3,8.27,7.31,2.571,42.64,151.27,1908.82,8.8,0,0,1,112,Vietnam,Wet,2,2020,0.504,1.0,1,ems_ahpnd,simulated
33.81,33.82,6.33,3.78,2.33,145.39,83.35,2212.27,12.88,0,1,1,91,Vietnam,Wet,1,2023,0.661,0.88,1,ems_ahpnd,simulated
30.02,24.3,6.71,5.76,0.635,350.4,101.94,2146.26,22.59,1,0,0,74,Thailand,Wet,10,2022,0.344,1.0,1,ems_ahpnd,simulated
20.01,24.06,7.87,5.61,4.936,213.09,197.33,4284.83,8.19,1,0,0,46,Philippines,Dry,7,2023,0.541,0.83,0,ems_ahpnd,simulated
28.28,30.99,7.36,7.95,4.68,192.56,58.99,4826.4,0.43,0,0,1,118,Vietnam,Dry,6,2021,0.425,0.68,1,ems_ahpnd,simulated
20.02,13.69,6.31,2.9,3.53,270.75,149.3,4659.54,1.47,1,0,1,152,Indonesia,Wet,8,2020,0.768,1.0,1,ems_ahpnd,simulated
28.83,2.01,6.88,4.06,1.779,330.04,21.74,1827.91,5.9,0,0,1,112,Vietnam,Dry,2,2019,0.499,0.76,0,ems_ahpnd,simulated
22.23,21.69,7.28,6.09,4.47,429.81,48.51,1858.77,20.98,1,0,1,149,India,Dry,6,2022,0.5,0.58,1,ems_ahpnd,simulated
25.88,28.03,7.73,3.13,3.563,348.82,61.26,2489.92,12.21,1,1,0,158,India,Dry,8,2018,0.601,0.55,0,ems_ahpnd,simulated
34.48,15.3,8.58,9.72,1.712,378.69,75.95,1056.83,8.08,1,0,1,175,Philippines,Wet,11,2022,0.38,1.0,1,ems_ahpnd,simulated
23.96,14.46,8.35,2.49,2.869,230.86,38.59,1734.27,20.83,1,0,1,178,Vietnam,Wet,2,2019,0.711,1.0,1,ems_ahpnd,simulated
28.49,4.15,6.48,2.57,1.262,361.11,195.97,262.56,12.04,1,0,1,66,Philippines,Wet,5,2021,0.558,1.0,1,ems_ahpnd,simulated
20.34,27.23,6.48,7.36,2.424,345.36,198.44,3972.33,6.03,1,1,1,127,China,Dry,8,2018,0.527,0.86,1,ems_ahpnd,simulated
29.88,15.45,8.44,5.91,0.385,322.38,120.73,2036.63,19.67,0,1,0,154,Vietnam,Dry,7,2020,0.336,0.9,1,ems_ahpnd,simulated
30.9,9.52,8.14,2.5,0.249,76.47,38.79,357.98,4.31,1,0,0,37,Thailand,Dry,12,2022,0.384,1.0,1,ems_ahpnd,simulated
20.96,25.76,6.91,4.05,3.372,422.92,43.53,2903.73,21.25,1,1,0,91,India,Dry,10,2023,0.63,0.51,1,ems_ahpnd,simulated
29.2,32.03,7.03,7.62,1.465,188.37,113.4,1489.41,24.74,0,0,0,92,China,Wet,7,2023,0.32,1.0,1,ems_ahpnd,simulated
28.56,1.47,8.14,6.49,3.96,279.58,65.97,1121.42,3.53,0,1,1,97,China,Dry,6,2019,0.557,0.66,1,ems_ahpnd,simulated
28.49,30.6,6.87,9.46,4.826,341.42,150.46,3163.76,5.83,1,0,0,146,Thailand,Dry,11,2018,0.456,1.0,1,ems_ahpnd,simulated
22.39,28.03,8.01,9.08,3.326,284.49,192.7,428.44,27.86,1,0,0,36,Philippines,Dry,4,2019,0.449,0.91,0,ems_ahpnd,simulated
28.36,31.06,8.99,7.44,4.549,385.18,36.68,4216.72,23.79,1,1,0,121,India,Wet,11,2020,0.667,0.96,1,ems_ahpnd,simulated
21.04,22.94,6.57,4.34,3.901,346.98,109.44,1320.17,29.39,1,0,1,34,Malaysia,Dry,9,2019,0.677,0.96,1,ems_ahpnd,simulated
34.52,5.04,6.68,5.8,1.725,37.65,70.95,3075.3,18.05,0,0,1,152,Vietnam,Wet,4,2022,0.468,1.0,1,ems_ahpnd,simulated
23.53,33.28,8.35,9.02,0.448,191.47,146.41,1209.75,6.39,0,1,1,111,China,Dry,9,2020,0.224,0.45,0,ems_ahpnd,simulated
32.89,24.23,7.73,5.13,3.079,352.16,54.74,2830.96,16.44,1,0,0,48,Thailand,Dry,12,2023,0.534,0.88,0,ems_ahpnd,simulated
30.39,28.42,7.09,4.48,3.869,275.28,68.91,3013.71,0.12,1,0,1,56,China,Wet,4,2018,0.586,1.0,1,ems_ahpnd,simulated
22.55,25.29,7.36,4.63,3.061,66.97,157.7,3766.25,18.81,0,0,0,83,Vietnam,Dry,5,2023,0.536,0.58,1,ems_ahpnd,simulated
20.78,22.4,6.39,8.1,0.274,75.09,152.95,3027.49,5.17,1,1,1,121,Thailand,Dry,4,2021,0.279,0.7,1,ems_ahpnd,simulated
29.65,17.29,7.82,8.16,4.659,372.34,49.49,213.17,5.42,1,0,1,129,India,Wet,10,2022,0.448,1.0,1,ems_ahpnd,simulated
21.77,5.75,6.86,3.28,4.266,107.04,79.24,4463.72,10.43,0,1,1,119,India,Dry,10,2018,0.664,0.58,0,ems_ahpnd,simulated
28.97,25.39,8.53,2.26,4.481,283.41,176.21,467.92,8.96,1,0,1,139,China,Dry,9,2021,0.763,1.0,1,ems_ahpnd,simulated
34.69,6.14,8.88,9.48,3.848,176.95,91.4,1627.5,14.93,1,1,1,157,India,Dry,2,2020,0.581,1.0,1,ems_ahpnd,simulated
32.92,32.94,6.16,5.71,3.648,290.54,185.44,4335.1,2.0,1,0,1,65,China,Wet,9,2021,0.7,1.0,1,ems_ahpnd,simulated
24.66,5.8,6.79,9.66,2.498,178.55,171.13,2772.75,23.55,1,1,1,31,Malaysia,Wet,9,2019,0.407,1.0,1,ems_ahpnd,simulated
32.28,6.42,7.11,7.73,0.511,71.11,98.29,100.29,23.96,0,0,0,76,Indonesia,Dry,3,2018,0.197,0.62,0,ems_ahpnd,simulated
32.2,19.64,6.52,8.54,3.607,132.73,165.82,4897.41,26.37,0,1,1,92,Indonesia,Dry,9,2020,0.545,1.0,1,ems_ahpnd,simulated
28.85,16.5,6.27,7.36,0.658,298.69,72.47,1911.54,24.16,0,1,0,88,Indonesia,Wet,10,2022,0.366,0.7,1,ems_ahpnd,simulated
29.04,21.49,8.26,5.47,1.737,471.99,185.23,3261.13,18.0,1,0,0,170,Malaysia,Wet,11,2023,0.471,1.0,1,ems_ahpnd,simulated
21.95,0.25,8.08,2.53,0.449,333.68,153.27,2341.81,22.98,0,0,1,138,Vietnam,Dry,1,2021,0.396,0.67,1,ems_ahpnd,simulated
29.15,3.37,8.61,4.52,0.015,336.28,152.76,3065.31,11.69,0,1,1,45,Thailand,Wet,8,2022,0.369,0.9,1,ems_ahpnd,simulated
27.8,9.16,8.02,4.33,3.002,136.28,26.91,3608.82,4.89,1,0,0,169,Malaysia,Wet,5,2020,0.609,0.86,1,ems_ahpnd,simulated
32.5,19.15,6.52,4.63,3.53,155.42,73.57,4445.71,18.19,0,1,1,144,China,Wet,8,2018,0.676,0.91,1,ems_ahpnd,simulated
28.69,13.27,8.71,9.9,3.409,46.34,137.38,2976.11,3.38,1,0,0,168,Indonesia,Dry,10,2021,0.538,1.0,1,ems_ahpnd,simulated
31.65,12.6,8.49,6.3,0.801,231.51,21.7,2105.22,18.58,0,0,1,58,China,Wet,10,2021,0.377,0.85,1,ems_ahpnd,simulated
33.37,20.93,7.3,2.17,2.619,89.05,90.7,195.24,5.09,0,1,0,65,Thailand,Wet,10,2020,0.585,0.75,1,ems_ahpnd,simulated
25.76,3.84,8.85,5.75,3.52,300.45,177.35,2856.1,27.82,1,0,0,152,Indonesia,Wet,12,2022,0.7,1.0,1,ems_ahpnd,simulated
30.99,25.74,8.67,6.23,4.354,56.5,108.01,3186.42,19.87,0,0,0,89,China,Wet,6,2022,0.654,1.0,1,ems_ahpnd,simulated
34.04,7.3,6.28,3.88,1.377,314.75,94.01,3378.91,26.35,0,0,1,158,India,Wet,4,2019,0.56,1.0,1,ems_ahpnd,simulated
27.28,28.45,7.94,8.73,3.623,95.99,190.03,946.12,1.52,0,0,0,108,Indonesia,Wet,12,2023,0.449,0.68,1,ems_ahpnd,simulated
24.77,21.13,7.54,9.01,2.809,207.69,58.53,1830.96,3.34,0,1,0,117,Philippines,Dry,12,2018,0.352,0.18,0,ems_ahpnd,simulated
29.48,17.89,6.49,4.2,0.487,21.86,33.64,4023.52,19.6,0,0,0,156,India,Wet,5,2019,0.416,0.8,1,ems_ahpnd,simulated
34.8,31.76,8.52,7.91,2.365,85.28,144.37,3231.68,14.94,0,0,1,163,Thailand,Dry,9,2021,0.502,1.0,1,ems_ahpnd,simulated
22.43,2.86,8.64,8.85,3.066,463.72,102.44,2150.43,11.04,1,1,0,50,Thailand,Wet,1,2021,0.562,0.91,1,ems_ahpnd,simulated
26.26,1.52,6.41,2.85,0.664,4.93,169.56,3316.47,12.98,1,0,1,69,China,Dry,12,2018,0.494,0.92,1,ems_ahpnd,simulated
30.86,1.53,8.56,2.84,1.354,462.01,81.63,4603.44,29.36,1,0,0,174,Thailand,Wet,10,2022,0.566,1.0,1,ems_ahpnd,simulated
23.85,9.51,8.73,6.67,3.676,219.59,76.84,2384.35,4.4,0,1,1,94,China,Wet,11,2019,0.649,0.56,1,ems_ahpnd,simulated
32.55,14.42,7.71,6.69,4.707,406.65,71.86,4377.68,9.03,1,1,1,154,Indonesia,Dry,12,2020,0.479,0.98,1,ems_ahpnd,simulated
24.76,24.62,7.53,6.09,3.332,196.95,81.99,4336.49,26.54,0,0,1,90,Thailand,Wet,5,2022,0.469,0.43,1,ems_ahpnd,simulated
23.56,20.86,6.67,5.49,3.047,474.21,74.64,2681.98,18.46,1,1,1,63,Malaysia,Wet,2,2023,0.622,0.66,0,ems_ahpnd,simulated
23.77,5.31,6.77,3.31,1.587,381.28,161.2,3611.23,25.55,0,1,0,77,Indonesia,Wet,3,2019,0.521,0.93,1,ems_ahpnd,simulated
32.97,15.94,6.44,5.56,4.57,299.6,75.65,4133.19,1.48,0,1,0,71,Vietnam,Wet,4,2021,0.658,0.86,1,ems_ahpnd,simulated
25.59,3.39,6.0,4.73,2.647,483.83,97.41,1846.25,27.87,0,1,0,70,Thailand,Wet,2,2020,0.72,0.36,0,ems_ahpnd,simulated
28.35,12.13,7.52,7.65,2.892,486.62,136.92,2686.07,27.36,1,0,0,157,China,Dry,3,2020,0.403,1.0,1,ems_ahpnd,simulated
20.03,8.93,6.6,9.35,3.726,446.59,70.64,1021.56,9.26,0,1,1,55,China,Wet,11,2019,0.505,0.56,1,ems_ahpnd,simulated
20.76,32.4,7.7,9.55,0.926,74.16,157.28,4156.98,29.13,0,0,0,147,Vietnam,Dry,4,2021,0.151,0.42,1,ems_ahpnd,simulated
24.4,7.96,7.97,7.24,3.325,382.45,42.43,1347.01,15.08,0,1,0,64,Thailand,Dry,8,2020,0.504,0.33,0,ems_ahpnd,simulated
28.1,20.58,8.8,9.88,0.249,151.64,31.18,4947.38,25.08,0,1,0,101,Indonesia,Wet,1,2019,0.248,0.55,1,ems_ahpnd,simulated
28.56,22.0,6.23,3.15,4.53,105.25,27.1,3893.69,13.91,1,0,1,133,Indonesia,Dry,9,2018,0.773,1.0,1,ems_ahpnd,simulated
25.59,10.39,6.06,3.15,2.188,29.55,136.42,719.63,2.92,0,1,1,124,Thailand,Dry,1,2018,0.711,0.88,1,ems_ahpnd,simulated
32.9,26.26,7.05,8.89,1.196,389.36,197.31,4969.26,7.1,1,1,0,169,Indonesia,Wet,2,2022,0.245,1.0,1,ems_ahpnd,simulated
23.4,1.66,6.53,3.39,4.025,267.98,46.48,1049.1,25.6,0,1,0,53,Vietnam,Dry,4,2023,0.715,0.38,0,ems_ahpnd,simulated
30.8,1.85,7.14,3.86,0.123,18.53,158.64,3399.64,16.71,0,1,0,69,Philippines,Dry,5,2020,0.278,0.79,0,ems_ahpnd,simulated
32.02,11.78,8.45,7.63,1.393,188.03,164.23,2219.23,2.77,1,1,0,82,India,Wet,6,2019,0.392,1.0,1,ems_ahpnd,simulated
33.88,31.13,6.48,9.45,2.205,494.08,58.57,2178.28,26.01,0,0,1,153,India,Dry,5,2021,0.433,0.76,1,ems_ahpnd,simulated
28.82,9.71,7.07,8.01,4.698,378.06,65.91,3808.39,20.76,1,1,1,67,Indonesia,Wet,8,2022,0.471,1.0,1,ems_ahpnd,simulated
25.63,8.03,6.25,8.74,4.799,463.47,17.6,3269.37,8.7,1,0,0,57,India,Dry,6,2018,0.584,0.76,1,ems_ahpnd,simulated
25.15,31.08,7.7,4.96,4.635,47.93,151.01,3682.11,20.46,1,0,1,31,Thailand,Wet,11,2018,0.535,0.98,1,ems_ahpnd,simulated
23.21,22.38,7.83,8.31,3.519,207.95,114.13,2703.0,15.35,1,1,1,158,Malaysia,Dry,5,2021,0.445,0.78,1,ems_ahpnd,simulated
29.5,15.69,8.3,5.59,2.826,380.61,101.79,751.63,22.01,0,0,1,84,India,Dry,6,2021,0.594,1.0,1,ems_ahpnd,simulated
23.84,34.28,8.66,6.22,0.309,346.39,185.15,2660.23,19.23,1,1,0,111,Vietnam,Dry,2,2022,0.354,0.65,1,ems_ahpnd,simulated
20.09,30.05,8.89,6.18,3.889,443.09,59.69,630.71,25.38,0,0,1,135,India,Dry,12,2023,0.692,0.41,0,ems_ahpnd,simulated
29.25,5.4,7.01,3.73,4.499,10.14,11.6,819.79,23.9,1,1,0,111,Thailand,Wet,8,2020,0.624,1.0,1,ems_ahpnd,simulated
23.06,6.34,7.69,3.97,0.382,342.0,13.83,1513.7,24.21,1,0,1,70,Malaysia,Wet,11,2018,0.275,0.79,1,ems_ahpnd,simulated
26.41,11.48,8.86,5.1,3.903,111.07,144.74,3882.9,21.69,1,0,0,53,India,Dry,1,2019,0.723,1.0,1,ems_ahpnd,simulated
34.24,16.96,7.86,2.81,1.322,416.75,122.3,2804.26,14.28,0,1,0,57,India,Dry,6,2021,0.447,1.0,1,ems_ahpnd,simulated
27.36,14.48,6.14,2.35,4.847,318.63,183.3,4092.98,14.12,0,0,1,44,Thailand,Dry,6,2019,0.815,0.98,1,ems_ahpnd,simulated
30.34,13.94,8.23,2.57,0.043,46.88,110.06,1759.79,7.31,1,0,0,157,Thailand,Dry,1,2018,0.374,1.0,1,ems_ahpnd,simulated
31.25,4.63,6.35,7.62,2.798,109.09,195.97,3108.83,9.56,0,0,0,169,Thailand,Wet,4,2022,0.582,1.0,1,ems_ahpnd,simulated
30.89,3.92,8.35,9.33,2.182,259.08,100.6,417.41,25.16,0,1,1,50,Thailand,Wet,3,2019,0.406,1.0,1,ems_ahpnd,simulated
31.16,12.7,7.7,4.06,0.676,484.97,122.11,1713.85,18.93,0,1,1,67,Thailand,Dry,1,2021,0.306,0.87,1,ems_ahpnd,simulated
22.34,11.44,8.56,8.29,2.975,158.07,16.85,869.54,8.26,0,0,0,113,China,Wet,9,2023,0.564,0.61,1,ems_ahpnd,simulated
30.43,33.16,7.85,9.77,0.01,440.07,65.94,4845.12,19.53,0,1,0,92,Indonesia,Dry,2,2019,0.067,0.37,0,ems_ahpnd,simulated
29.44,10.06,7.33,9.54,4.219,480.85,39.19,857.4,12.02,0,0,0,90,Thailand,Wet,7,2021,0.377,0.88,1,ems_ahpnd,simulated
31.79,16.18,6.92,9.08,0.889,372.78,115.38,2545.09,5.86,0,0,1,140,Vietnam,Dry,10,2023,0.226,1.0,1,ems_ahpnd,simulated
26.26,30.34,8.27,5.5,2.838,15.82,39.77,3980.98,18.26,1,1,0,40,Indonesia,Wet,7,2018,0.594,0.61,1,ems_ahpnd,simulated
34.97,11.47,6.77,8.64,1.604,251.06,60.29,1592.95,12.21,1,1,0,92,Malaysia,Wet,6,2018,0.345,1.0,1,ems_ahpnd,simulated
22.51,17.57,7.75,7.08,0.873,454.46,98.21,1153.4,28.12,0,1,1,139,Indonesia,Wet,9,2023,0.236,0.32,0,ems_ahpnd,simulated
21.92,30.14,8.31,8.16,1.448,214.17,68.02,3177.26,19.43,0,0,0,69,Malaysia,Dry,4,2020,0.357,0.36,0,ems_ahpnd,simulated
24.9,29.79,8.89,4.35,4.496,100.62,198.11,943.79,29.36,0,0,1,115,Malaysia,Dry,6,2019,0.753,0.71,1,ems_ahpnd,simulated
27.72,5.67,6.4,8.09,2.993,367.14,88.92,1887.74,14.53,1,1,0,31,China,Dry,10,2023,0.58,0.66,1,ems_ahpnd,simulated
21.7,8.15,7.91,7.11,0.366,305.75,181.04,3392.75,14.45,0,0,1,52,Thailand,Dry,12,2020,0.205,0.62,0,ems_ahpnd,simulated
21.62,13.32,6.46,2.55,1.217,136.66,114.27,654.46,16.36,1,1,0,177,China,Dry,4,2021,0.557,1.0,1,ems_ahpnd,simulated
26.73,22.32,6.07,9.1,4.101,302.75,159.26,771.82,26.15,1,0,0,172,China,Dry,1,2018,0.602,0.91,1,ems_ahpnd,simulated
32.82,10.32,6.05,3.11,2.441,69.16,12.69,1937.84,11.91,1,0,1,135,Malaysia,Dry,1,2022,0.743,1.0,1,ems_ahpnd,simulated
27.89,13.39,6.59,3.32,1.968,222.63,149.95,3505.38,3.01,1,0,0,45,India,Wet,10,2019,0.593,1.0,1,ems_ahpnd,simulated
32.8,30.14,8.98,4.21,1.331,488.38,45.33,3633.91,8.76,0,0,1,95,Malaysia,Wet,5,2018,0.588,0.86,0,ems_ahpnd,simulated
27.59,7.06,8.72,6.05,3.73,206.51,67.09,3648.64,20.72,1,1,0,121,Philippines,Wet,8,2023,0.668,0.76,1,ems_ahpnd,simulated
28.36,20.44,7.47,4.69,3.982,474.32,102.02,4135.62,19.55,1,1,0,77,China,Wet,6,2020,0.515,1.0,1,ems_ahpnd,simulated
20.4,22.79,6.84,2.98,0.047,150.1,122.39,2057.33,3.29,1,1,1,101,Indonesia,Dry,12,2022,0.349,0.82,0,ems_ahpnd,simulated
20.47,12.12,8.11,6.37,1.922,64.03,151.37,3013.32,25.49,0,0,1,91,Malaysia,Dry,12,2018,0.436,0.86,1,ems_ahpnd,simulated
33.42,22.9,8.21,9.54,2.974,430.33,44.83,3234.03,12.01,0,1,1,85,Thailand,Dry,3,2020,0.464,0.66,1,ems_ahpnd,simulated
27.96,29.41,8.42,2.98,4.999,369.04,32.22,2280.05,3.66,0,0,1,172,Vietnam,Wet,5,2019,0.721,0.63,0,ems_ahpnd,simulated
29.48,4.35,6.26,5.43,1.545,110.14,104.14,2783.43,2.1,0,0,1,85,Indonesia,Dry,6,2018,0.531,1.0,1,ems_ahpnd,simulated
24.18,31.38,8.33,3.39,2.166,360.79,101.94,3093.47,23.58,0,0,0,140,Thailand,Dry,11,2018,0.599,0.78,1,ems_ahpnd,simulated
22.12,19.23,7.98,7.29,3.518,279.18,39.1,3503.75,14.44,0,1,0,131,Malaysia,Wet,1,2019,0.504,0.43,0,ems_ahpnd,simulated
26.59,33.04,8.83,2.29,1.919,307.98,29.73,4672.84,3.85,1,1,1,174,China,Wet,2,2020,0.692,0.78,1,ems_ahpnd,simulated
32.32,8.28,6.3,9.24,0.436,190.76,131.07,2755.45,9.37,0,0,1,62,Thailand,Dry,12,2021,0.274,1.0,1,ems_ahpnd,simulated
31.77,25.05,8.25,5.27,0.849,342.37,150.54,2794.33,26.01,0,0,1,120,India,Dry,12,2019,0.377,0.9,1,ems_ahpnd,simulated
32.55,25.71,6.72,6.96,4.774,39.27,137.33,2604.73,20.45,1,1,0,37,Thailand,Wet,5,2023,0.565,1.0,1,ems_ahpnd,simulated
32.22,26.72,8.9,7.9,2.344,145.5,133.17,1538.16,12.6,1,0,0,54,India,Dry,3,2019,0.564,1.0,1,ems_ahpnd,simulated
23.33,27.48,8.67,7.65,0.984,166.26,149.57,2370.33,15.17,1,1,0,146,Thailand,Dry,1,2020,0.383,0.65,1,ems_ahpnd,simulated
34.83,14.97,6.13,5.09,3.204,178.56,107.97,1869.03,4.44,0,0,1,161,Philippines,Wet,6,2020,0.725,1.0,1,ems_ahpnd,simulated
31.03,4.76,8.29,4.04,1.356,53.65,144.74,414.15,20.17,0,1,0,175,India,Wet,4,2022,0.481,1.0,1,ems_ahpnd,simulated
31.81,13.57,6.02,9.05,2.761,343.2,11.47,2616.86,3.17,0,0,0,178,Malaysia,Dry,2,2021,0.585,0.86,1,ems_ahpnd,simulated
27.59,20.15,6.66,8.73,0.529,305.18,100.8,3059.27,2.89,1,0,0,164,Thailand,Wet,6,2023,0.241,0.85,1,ems_ahpnd,simulated
31.17,3.59,6.1,6.16,3.564,341.84,70.69,713.11,12.34,1,0,1,62,Malaysia,Dry,9,2019,0.695,1.0,1,ems_ahpnd,simulated
31.94,29.18,8.62,4.7,3.747,243.75,102.95,480.71,2.5,1,1,0,59,Vietnam,Wet,12,2019,0.697,1.0,1,ems_ahpnd,simulated
31.16,23.67,7.28,3.46,4.008,171.34,56.94,2510.08,19.78,0,0,0,112,India,Wet,6,2023,0.588,0.85,1,ems_ahpnd,simulated
23.22,3.84,6.51,2.77,1.649,267.4,46.92,943.56,2.79,0,1,0,89,China,Wet,4,2018,0.589,0.48,1,ems_ahpnd,simulated
26.03,24.98,6.93,6.74,4.228,480.6,93.79,2284.67,19.37,1,1,1,107,Malaysia,Wet,3,2022,0.537,0.66,1,ems_ahpnd,simulated
32.71,29.93,7.47,6.92,2.789,88.45,154.05,4482.01,27.16,1,1,1,40,China,Wet,4,2018,0.418,1.0,1,ems_ahpnd,simulated
25.11,7.28,8.29,5.03,0.269,352.31,89.0,3497.22,18.59,1,0,1,98,Indonesia,Wet,2,2021,0.327,0.75,1,ems_ahpnd,simulated
21.3,11.88,6.72,8.41,4.179,461.07,157.59,1319.63,25.92,0,0,1,124,China,Wet,10,2019,0.516,0.96,1,ems_ahpnd,simulated
34.66,21.73,7.34,8.71,1.833,382.22,190.36,3889.3,26.3,1,0,0,89,Vietnam,Wet,11,2021,0.273,1.0,1,ems_ahpnd,simulated
23.84,29.64,6.1,7.88,4.959,279.34,48.56,2398.69,3.66,0,0,0,33,Vietnam,Wet,10,2018,0.637,0.46,0,ems_ahpnd,simulated
25.03,26.44,6.55,7.89,0.567,441.39,47.64,3676.47,4.06,0,0,0,32,India,Wet,5,2021,0.292,0.3,0,ems_ahpnd,simulated
30.53,3.38,8.84,9.46,2.374,395.34,104.69,4539.22,18.67,1,1,1,121,India,Wet,2,2018,0.505,1.0,1,ems_ahpnd,simulated
28.98,16.03,8.89,8.74,2.084,323.65,126.31,4662.0,17.67,0,0,1,54,Thailand,Dry,8,2019,0.505,1.0,1,ems_ahpnd,simulated
34.43,13.74,8.57,6.34,3.301,303.22,109.78,815.89,0.63,0,1,1,45,Malaysia,Dry,6,2018,0.634,1.0,1,ems_ahpnd,simulated
23.92,3.38,8.26,2.31,2.215,203.5,170.34,4992.42,6.69,1,0,1,125,India,Wet,4,2018,0.629,1.0,1,ems_ahpnd,simulated
29.46,19.94,8.59,2.57,0.151,135.24,195.17,3199.81,17.02,1,0,1,111,Vietnam,Wet,8,2022,0.446,1.0,1,ems_ahpnd,simulated
22.15,26.29,7.35,5.93,0.762,474.92,188.61,1061.19,9.0,1,1,0,101,Malaysia,Dry,6,2018,0.245,0.57,0,ems_ahpnd,simulated
34.02,32.06,7.88,7.47,1.521,411.55,131.74,4352.15,21.4,1,0,0,75,China,Dry,9,2018,0.317,1.0,1,ems_ahpnd,simulated
28.65,1.49,6.14,8.23,4.338,139.83,195.64,2310.7,6.45,1,0,0,155,Malaysia,Dry,2,2019,0.619,1.0,1,ems_ahpnd,simulated
32.26,5.22,6.19,9.08,2.199,400.94,118.75,2463.5,24.79,0,0,1,150,Philippines,Wet,3,2023,0.493,1.0,1,ems_ahpnd,simulated
29.63,6.22,6.11,2.83,0.679,446.17,112.98,753.57,21.26,0,1,1,35,Malaysia,Wet,10,2023,0.546,1.0,1,ems_ahpnd,simulated
21.2,5.03,8.06,7.3,3.633,137.22,84.0,493.44,27.01,1,0,1,130,Vietnam,Wet,5,2018,0.517,0.91,1,ems_ahpnd,simulated
20.77,14.84,8.78,6.25,3.446,389.43,92.82,4195.87,27.69,0,1,1,144,India,Dry,8,2023,0.672,0.46,1,ems_ahpnd,simulated
20.99,20.68,8.9,8.83,3.279,302.53,26.41,1960.45,22.29,0,1,0,30,Vietnam,Dry,8,2023,0.606,0.26,0,ems_ahpnd,simulated
26.36,5.63,6.83,4.69,2.212,495.21,65.14,1060.17,20.98,0,0,1,158,Malaysia,Dry,5,2021,0.534,0.56,1,ems_ahpnd,simulated
34.27,29.17,6.92,6.77,3.293,427.67,88.78,3263.12,24.71,1,1,1,79,Malaysia,Dry,4,2018,0.538,0.91,1,ems_ahpnd,simulated
22.12,13.23,8.58,5.22,2.354,324.09,49.33,1898.54,29.1,1,1,1,113,India,Wet,4,2020,0.601,0.81,1,ems_ahpnd,simulated
22.15,26.15,7.26,3.64,4.555,55.81,34.5,949.19,29.35,1,0,1,49,Vietnam,Dry,7,2021,0.585,0.7,1,ems_ahpnd,simulated
23.58,27.92,8.19,2.02,1.406,452.98,80.27,3721.65,19.33,0,0,1,175,Vietnam,Wet,3,2021,0.537,0.63,1,ems_ahpnd,simulated
