water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,wssv_outbreak,disease_type,data_source
29.92,20.28,8.8,2.27,4.53,192.52,19.12,1069.69,5.47,0,0,0,71,India,Wet,10,2018,0.808,1.0,1,wssv,simulated
32.87,6.57,8.61,9.77,2.028,496.35,96.11,1387.74,13.2,1,1,1,77,Indonesia,Wet,9,2021,0.418,1.0,1,wssv,simulated
21.45,29.97,8.29,4.1,3.91,213.26,14.83,2762.26,2.84,1,0,0,170,Malaysia,Wet,6,2019,0.662,0.88,1,wssv,simulated
26.54,34.45,6.25,8.94,2.524,198.78,188.84,4992.87,5.85,0,0,0,120,Philippines,Dry,9,2022,0.524,0.88,1,wssv,simulated
32.0,12.69,6.69,9.58,2.654,187.24,29.03,911.61,19.03,0,0,1,81,Indonesia,Dry,5,2021,0.444,0.88,1,wssv,simulated
27.83,14.74,7.43,4.58,3.608,150.0,24.23,3570.87,20.04,0,0,0,135,Vietnam,Dry,3,2021,0.526,0.77,1,wssv,simulated
32.1,33.28,6.73,8.29,3.23,195.5,46.74,4188.21,2.12,1,0,1,61,Malaysia,Dry,8,2019,0.519,0.93,1,wssv,simulated
24.13,11.46,7.91,6.16,2.621,385.83,123.7,1237.69,13.15,0,1,0,48,China,Wet,1,2020,0.488,0.77,1,wssv,simulated
33.37,3.95,7.4,6.68,4.381,345.72,160.95,3816.45,6.74,0,0,1,91,China,Wet,7,2023,0.461,0.87,1,wssv,simulated
29.57,30.28,6.84,7.79,1.379,125.84,106.49,2156.26,25.09,1,0,0,55,Malaysia,Wet,10,2019,0.337,1.0,1,wssv,simulated
28.87,23.3,6.31,8.25,3.543,280.34,169.11,1941.53,15.57,1,0,0,55,Philippines,Dry,4,2018,0.59,1.0,1,wssv,simulated
30.09,31.63,7.27,5.15,3.722,173.65,159.75,4275.94,17.2,0,1,1,36,Vietnam,Dry,11,2018,0.533,0.77,0,wssv,simulated
21.48,32.22,8.41,7.83,4.247,126.76,165.49,1785.84,29.21,0,1,1,42,Indonesia,Wet,11,2023,0.557,0.68,1,wssv,simulated
31.9,7.33,8.31,6.38,1.609,200.66,76.22,4095.8,25.34,0,1,1,167,Malaysia,Dry,5,2020,0.434,0.58,1,wssv,simulated
30.83,22.38,6.94,5.98,0.931,191.35,60.29,3566.24,10.52,1,1,0,73,Indonesia,Dry,4,2018,0.331,1.0,1,wssv,simulated
33.63,24.51,7.68,8.05,2.691,198.99,142.17,1073.24,2.72,1,1,0,117,Philippines,Wet,3,2021,0.394,1.0,1,wssv,simulated
21.55,33.46,8.44,9.1,1.47,285.05,25.62,4997.25,13.28,0,0,0,100,Thailand,Wet,12,2019,0.35,0.48,0,wssv,simulated
23.68,7.9,7.94,3.73,0.062,121.84,13.95,3099.88,25.14,1,0,1,77,China,Wet,10,2023,0.289,0.84,0,wssv,simulated
34.69,26.14,8.12,9.86,4.017,131.78,80.34,4510.26,28.11,1,1,0,64,Indonesia,Dry,10,2022,0.441,1.0,1,wssv,simulated
34.72,27.45,7.52,5.81,1.567,403.63,124.78,3628.52,21.53,0,1,1,177,China,Dry,10,2021,0.317,0.62,1,wssv,simulated
28.87,2.26,8.99,2.18,2.242,325.14,180.21,2435.47,21.19,0,1,0,100,Philippines,Wet,1,2023,0.758,1.0,1,wssv,simulated
27.36,24.65,8.83,9.89,1.076,226.06,112.3,3405.87,9.92,1,0,1,31,Philippines,Dry,6,2023,0.345,1.0,1,wssv,simulated
31.62,2.49,6.19,5.31,0.806,97.31,196.16,3891.3,29.69,0,0,1,60,Indonesia,Dry,7,2018,0.464,0.81,1,wssv,simulated
34.24,13.56,7.22,7.57,0.693,171.65,28.21,1840.27,21.22,1,1,0,77,Indonesia,Wet,4,2019,0.205,0.95,1,wssv,simulated
29.71,2.85,7.36,2.75,1.289,439.65,21.57,2829.93,20.48,0,0,0,165,Thailand,Dry,7,2020,0.408,0.66,1,wssv,simulated
32.0,19.88,7.12,2.56,0.862,318.24,104.66,2722.55,29.27,0,0,1,176,Vietnam,Wet,3,2023,0.407,1.0,1,wssv,simulated
32.22,15.58,7.87,9.48,4.441,396.82,32.85,4677.82,28.05,0,1,0,162,Vietnam,Dry,4,2021,0.412,0.52,0,wssv,simulated
34.96,32.2,8.81,9.43,2.74,194.42,95.11,670.27,16.63,1,0,1,66,Vietnam,Wet,7,2019,0.542,1.0,1,wssv,simulated
20.88,34.38,7.44,8.75,3.298,377.31,122.32,4254.09,2.73,1,1,0,102,Indonesia,Dry,4,2021,0.385,0.82,1,wssv,simulated
29.4,14.15,7.13,5.92,2.456,160.76,101.98,2005.16,14.93,1,0,0,78,Thailand,Wet,12,2022,0.471,1.0,1,wssv,simulated
28.14,22.43,8.22,6.27,0.236,151.47,45.77,4824.52,1.57,1,0,1,41,Vietnam,Dry,3,2021,0.271,1.0,1,wssv,simulated
30.69,2.55,6.61,3.65,3.202,7.8,185.2,1109.55,20.68,1,0,0,114,Vietnam,Wet,6,2019,0.693,1.0,1,wssv,simulated
26.03,5.46,7.8,6.97,1.291,461.09,139.28,3579.84,27.06,1,0,1,134,Malaysia,Dry,7,2021,0.294,1.0,1,wssv,simulated
32.64,6.63,8.34,4.03,0.052,346.26,17.94,3858.92,3.87,0,0,0,59,Vietnam,Wet,3,2018,0.345,0.51,0,wssv,simulated
22.51,25.9,8.87,7.72,3.475,142.4,64.42,4291.99,7.84,0,1,0,52,Philippines,Wet,3,2019,0.638,0.38,0,wssv,simulated
20.54,16.76,6.33,2.3,1.94,41.8,141.79,430.26,13.08,1,1,0,143,Philippines,Dry,9,2023,0.667,1.0,1,wssv,simulated
22.83,7.37,6.95,6.55,4.743,170.67,190.58,4617.01,10.5,0,0,1,127,Vietnam,Wet,2,2022,0.54,0.78,1,wssv,simulated
29.41,11.76,8.16,2.2,2.203,421.71,124.32,1510.25,4.83,1,0,0,46,India,Dry,12,2022,0.615,1.0,1,wssv,simulated
33.99,12.96,6.43,2.83,1.168,190.61,116.92,4087.16,23.06,0,0,0,174,Philippines,Dry,11,2018,0.547,1.0,1,wssv,simulated
27.15,20.0,7.16,7.48,1.934,455.12,55.16,2503.76,7.5,1,1,0,146,Philippines,Wet,3,2019,0.356,1.0,1,wssv,simulated
30.96,33.71,7.17,4.06,0.802,370.0,92.03,1569.3,1.28,1,0,1,62,China,Wet,7,2019,0.342,1.0,1,wssv,simulated
26.27,25.67,7.33,5.11,1.818,163.01,85.79,3644.21,6.18,0,0,0,123,India,Wet,11,2020,0.393,0.97,1,wssv,simulated
25.89,16.46,7.63,5.62,4.523,477.87,175.32,2119.38,5.98,1,0,1,162,India,Dry,1,2021,0.501,1.0,1,wssv,simulated
25.79,23.34,6.82,7.97,2.817,77.93,86.36,3931.11,5.93,1,1,1,92,China,Dry,6,2021,0.494,1.0,1,wssv,simulated
31.45,18.57,7.88,2.28,0.485,32.68,14.08,4608.84,26.08,1,0,1,121,Vietnam,Dry,5,2019,0.375,1.0,1,wssv,simulated
25.44,31.82,7.75,8.63,2.375,351.8,65.05,597.35,16.86,0,0,1,60,Philippines,Wet,9,2019,0.351,0.77,1,wssv,simulated
27.04,34.42,8.07,9.23,4.881,331.93,37.86,2280.03,22.67,0,1,1,127,India,Dry,10,2018,0.454,0.58,0,wssv,simulated
32.27,32.58,7.75,3.45,4.47,485.15,189.85,2877.24,26.57,0,1,0,75,Vietnam,Wet,7,2023,0.593,0.81,0,wssv,simulated
21.66,32.73,8.88,3.58,3.171,146.17,160.63,3954.23,10.64,1,0,1,73,Indonesia,Wet,9,2019,0.777,1.0,1,wssv,simulated
27.81,32.06,7.47,9.25,0.26,119.4,68.26,2299.76,12.99,0,1,1,50,Indonesia,Dry,10,2019,0.059,0.4,1,wssv,simulated
28.6,10.59,6.6,5.76,1.942,347.64,61.35,1938.2,11.0,1,1,1,63,Indonesia,Wet,4,2022,0.507,1.0,1,wssv,simulated
24.0,31.97,8.76,2.68,3.331,159.31,106.67,656.27,24.32,0,0,0,75,Indonesia,Dry,10,2019,0.787,0.67,0,wssv,simulated
31.68,30.23,6.03,2.11,4.035,435.08,127.32,865.59,18.78,1,1,0,61,Thailand,Dry,12,2019,0.841,1.0,1,wssv,simulated
22.78,25.14,6.27,5.46,3.428,105.11,146.23,1995.81,18.76,0,1,0,156,Philippines,Dry,5,2021,0.69,0.48,0,wssv,simulated
28.88,30.13,7.33,6.06,0.398,487.1,60.02,4403.07,17.26,0,0,0,78,Vietnam,Wet,3,2019,0.204,0.6,1,wssv,simulated
32.54,10.39,7.24,7.12,1.091,125.47,75.5,1279.78,0.21,1,1,0,46,Thailand,Dry,6,2021,0.261,0.92,1,wssv,simulated
20.91,26.45,7.29,7.39,4.493,222.97,195.66,3405.06,9.55,1,0,1,111,India,Wet,8,2023,0.455,1.0,1,wssv,simulated
24.5,17.12,7.64,7.96,1.141,85.28,141.26,2107.69,26.4,1,1,1,148,India,Dry,12,2019,0.218,1.0,1,wssv,simulated
26.29,0.86,6.42,4.53,4.949,316.1,85.89,168.36,23.74,0,0,0,85,Thailand,Dry,8,2021,0.696,0.88,1,wssv,simulated
25.06,0.76,7.18,4.43,4.776,274.66,53.27,2484.02,21.71,1,1,0,154,Malaysia,Dry,2,2020,0.572,0.87,1,wssv,simulated
24.85,16.68,6.87,3.88,4.717,401.81,89.11,163.54,9.24,0,1,1,139,Philippines,Dry,3,2022,0.642,0.82,1,wssv,simulated
25.12,13.07,8.07,3.03,2.827,236.76,13.36,1913.04,7.38,1,0,1,151,China,Wet,6,2022,0.641,1.0,1,wssv,simulated
24.97,6.8,6.38,4.57,3.163,485.57,53.5,3004.89,7.11,0,1,1,34,Indonesia,Dry,3,2021,0.701,0.28,0,wssv,simulated
21.22,17.18,7.81,9.13,4.791,133.0,95.4,3909.42,23.74,1,0,1,45,India,Dry,11,2019,0.414,1.0,1,wssv,simulated
25.34,21.72,7.69,8.27,4.783,242.35,69.69,4427.75,6.0,0,0,1,45,Malaysia,Dry,9,2022,0.423,0.82,1,wssv,simulated
31.86,14.8,8.46,2.09,1.305,72.03,14.8,3293.01,22.87,0,1,1,67,India,Wet,3,2022,0.569,1.0,1,wssv,simulated
31.38,3.77,6.82,4.21,3.531,226.67,40.95,729.82,28.68,0,0,1,171,India,Wet,6,2019,0.64,0.83,0,wssv,simulated
25.63,0.89,7.3,4.59,0.89,306.54,154.5,3253.74,9.72,0,0,0,157,Thailand,Dry,3,2019,0.313,0.7,1,wssv,simulated
22.45,24.98,6.28,4.88,1.785,40.58,75.28,440.92,12.02,0,1,1,69,Philippines,Dry,8,2019,0.572,0.48,1,wssv,simulated
31.44,30.4,6.68,2.45,3.418,12.11,132.15,3516.71,14.36,0,0,0,69,China,Dry,6,2022,0.722,0.97,1,wssv,simulated
31.34,23.46,6.06,8.12,2.461,334.82,142.45,2795.15,1.2,0,0,0,179,India,Dry,12,2020,0.576,1.0,1,wssv,simulated
33.22,17.82,8.49,5.18,0.761,3.67,129.26,3151.68,7.97,1,1,0,81,China,Wet,4,2020,0.41,1.0,1,wssv,simulated
23.91,4.17,6.86,2.23,3.017,325.7,107.24,2087.89,5.54,0,1,0,82,Vietnam,Wet,11,2023,0.699,0.72,1,wssv,simulated
28.9,10.62,7.39,7.18,1.149,445.1,170.28,1162.35,0.71,0,0,0,115,Vietnam,Wet,7,2023,0.24,1.0,1,wssv,simulated
26.87,13.68,8.26,9.37,2.401,298.37,161.05,3368.42,28.13,0,0,0,37,Philippines,Dry,5,2018,0.414,1.0,1,wssv,simulated
24.55,13.35,7.7,3.28,0.268,107.65,46.25,2173.51,26.29,0,1,1,35,Indonesia,Dry,5,2018,0.287,0.39,1,wssv,simulated
26.85,32.63,8.95,9.32,0.602,318.35,190.96,3984.54,26.41,1,0,0,58,Thailand,Dry,10,2021,0.331,1.0,1,wssv,simulated
24.1,0.79,7.69,2.51,3.459,107.74,85.53,1949.38,1.11,1,1,1,74,Thailand,Dry,2,2023,0.615,0.96,1,wssv,simulated
33.15,24.85,8.16,3.62,1.336,335.62,193.01,1021.54,20.69,0,0,1,173,Malaysia,Wet,12,2019,0.471,1.0,1,wssv,simulated
20.71,12.74,7.79,5.65,2.362,81.95,135.13,1919.23,16.53,0,1,1,134,Vietnam,Wet,8,2020,0.456,0.82,0,wssv,simulated
31.51,5.17,8.02,9.12,3.379,203.91,192.66,523.58,7.6,0,1,1,149,India,Dry,6,2018,0.449,0.83,1,wssv,simulated
32.9,21.88,7.8,6.32,4.16,79.71,161.76,783.65,24.49,0,1,0,137,Thailand,Dry,2,2022,0.506,0.77,1,wssv,simulated
23.82,19.27,8.83,7.92,3.42,393.86,102.94,1694.89,25.09,1,1,1,86,Philippines,Wet,7,2023,0.624,1.0,1,wssv,simulated
34.82,7.9,7.93,3.25,3.47,376.66,146.08,4476.6,29.08,0,1,0,48,Malaysia,Wet,7,2019,0.63,0.81,1,wssv,simulated
23.14,22.34,8.85,3.53,0.081,147.89,49.35,4155.52,20.41,0,1,1,60,India,Wet,7,2023,0.45,0.6,1,wssv,simulated
28.96,12.01,7.12,4.43,3.096,459.78,130.69,3007.35,20.37,0,1,1,119,Thailand,Wet,8,2023,0.582,1.0,1,wssv,simulated
25.76,18.87,6.29,7.51,3.101,175.53,194.56,2502.51,0.82,0,1,0,151,Indonesia,Dry,4,2018,0.618,0.98,1,wssv,simulated
30.73,32.28,7.36,7.99,1.207,492.0,16.53,1618.09,23.31,1,0,1,54,Thailand,Dry,11,2022,0.224,1.0,1,wssv,simulated
34.03,15.56,7.51,5.71,3.486,194.09,185.75,3303.14,1.46,0,1,0,145,Indonesia,Dry,5,2018,0.478,0.77,1,wssv,simulated
26.4,24.04,8.91,2.61,2.411,124.52,83.59,3748.2,19.62,0,1,0,107,Vietnam,Dry,11,2020,0.749,1.0,1,wssv,simulated
27.4,24.98,8.43,9.58,0.58,82.22,35.08,4896.1,18.16,0,1,1,123,China,Wet,12,2018,0.233,0.81,1,wssv,simulated
30.41,22.22,6.32,5.79,1.395,278.64,90.23,419.36,7.88,1,1,1,159,Vietnam,Dry,1,2018,0.492,1.0,1,wssv,simulated
28.56,23.26,7.34,9.97,1.867,131.5,22.7,3970.99,5.57,1,0,0,89,Vietnam,Dry,3,2020,0.235,1.0,1,wssv,simulated
25.86,13.02,7.53,2.1,2.623,132.94,110.8,1586.39,24.34,1,0,1,84,Vietnam,Wet,8,2021,0.56,1.0,1,wssv,simulated
22.59,19.36,7.88,8.87,0.355,333.54,172.99,812.47,22.82,1,0,0,93,Malaysia,Wet,6,2023,0.14,1.0,1,wssv,simulated
32.42,14.22,8.26,2.34,1.602,197.31,46.6,3659.83,11.21,1,0,0,152,Philippines,Wet,11,2023,0.56,1.0,1,wssv,simulated
28.98,10.07,8.32,5.46,0.155,33.17,26.12,4469.09,4.37,0,1,1,130,Indonesia,Wet,6,2023,0.305,0.81,1,wssv,simulated
28.03,11.45,6.92,9.59,2.557,193.05,175.52,3473.41,20.86,0,1,1,53,Malaysia,Wet,9,2020,0.394,1.0,1,wssv,simulated
29.47,8.81,6.8,4.17,1.445,256.76,69.48,4538.47,27.22,0,1,1,79,China,Wet,11,2022,0.472,0.73,1,wssv,simulated
23.96,14.83,7.98,8.15,4.453,69.64,156.28,1545.57,20.61,1,1,0,148,Philippines,Dry,12,2018,0.475,1.0,1,wssv,simulated
24.37,8.65,7.79,7.07,1.687,443.64,163.82,1937.49,11.75,1,1,1,67,Indonesia,Dry,2,2020,0.333,0.87,0,wssv,simulated
32.2,34.44,6.01,3.51,4.671,463.9,96.4,4955.18,17.51,1,1,0,98,Thailand,Wet,8,2023,0.798,1.0,1,wssv,simulated
27.15,13.54,6.36,3.45,1.807,400.65,20.36,4251.16,8.32,1,0,0,138,Vietnam,Dry,10,2023,0.609,1.0,1,wssv,simulated
21.67,34.19,8.16,4.27,1.203,110.22,124.7,3783.46,27.84,1,0,0,35,Philippines,Wet,3,2019,0.435,1.0,1,wssv,simulated
32.38,7.11,7.85,9.64,0.456,370.23,195.95,1421.67,14.59,0,0,1,86,Vietnam,Wet,3,2022,0.121,0.75,0,wssv,simulated
33.76,9.78,6.01,7.37,2.176,430.45,171.42,2286.21,6.97,0,1,1,143,Vietnam,Wet,7,2022,0.578,0.83,1,wssv,simulated
31.48,7.18,8.02,5.49,4.376,171.14,13.94,2587.04,11.64,1,0,1,66,Malaysia,Dry,12,2022,0.57,1.0,1,wssv,simulated
22.53,14.14,6.65,4.83,1.371,357.47,180.71,1959.28,26.33,0,0,0,145,Malaysia,Dry,10,2021,0.466,0.78,1,wssv,simulated
25.71,17.18,8.17,9.27,0.447,127.46,53.43,1896.31,29.91,1,0,0,86,China,Dry,7,2018,0.186,1.0,1,wssv,simulated
31.41,3.15,8.75,2.74,3.477,25.03,25.06,4666.85,13.59,1,0,1,101,China,Dry,7,2019,0.784,1.0,1,wssv,simulated
27.81,8.11,6.28,2.42,3.273,392.13,191.23,4713.39,5.28,1,1,0,90,Thailand,Dry,12,2022,0.789,1.0,1,wssv,simulated
31.59,9.42,8.35,6.27,3.895,276.72,80.1,976.73,16.01,0,0,0,113,China,Dry,9,2020,0.599,0.88,1,wssv,simulated
27.51,31.32,7.18,3.34,2.345,423.27,55.97,3083.95,11.02,1,1,0,146,Vietnam,Dry,4,2023,0.536,0.96,1,wssv,simulated
29.09,1.48,8.95,3.09,1.436,264.45,103.09,3795.87,16.51,1,1,1,177,Malaysia,Wet,9,2020,0.632,1.0,1,wssv,simulated
22.5,30.03,6.38,2.29,0.367,497.36,169.97,666.13,27.12,1,1,1,125,Thailand,Wet,4,2021,0.484,1.0,1,wssv,simulated
23.23,27.13,8.25,5.6,2.952,379.38,36.57,3989.43,11.89,0,0,0,142,Indonesia,Wet,8,2021,0.6,0.48,0,wssv,simulated
25.57,7.16,6.39,9.68,1.227,72.77,131.6,596.3,11.22,1,1,1,140,Thailand,Wet,9,2020,0.332,1.0,1,wssv,simulated
20.61,34.35,8.54,2.54,1.657,155.17,106.28,154.18,3.04,1,0,0,160,Vietnam,Wet,8,2018,0.606,1.0,1,wssv,simulated
31.98,16.11,7.87,4.28,0.255,258.5,33.43,2248.15,14.63,0,0,0,126,Indonesia,Wet,12,2023,0.281,0.8,1,wssv,simulated
22.16,26.67,6.59,6.93,1.379,110.12,18.36,159.36,3.99,1,0,1,68,India,Wet,1,2019,0.407,0.93,0,wssv,simulated
22.45,1.31,8.18,8.3,1.095,457.57,41.46,3395.8,3.43,1,1,1,150,Indonesia,Wet,11,2023,0.292,0.83,1,wssv,simulated
22.33,23.87,8.15,6.16,1.395,296.93,180.35,1208.37,0.67,1,1,1,160,Indonesia,Wet,7,2023,0.391,1.0,1,wssv,simulated
28.88,28.06,6.77,8.59,2.775,422.24,51.6,4785.27,13.93,0,0,1,135,Malaysia,Wet,10,2021,0.477,0.83,1,wssv,simulated
21.22,5.69,7.44,9.43,0.332,156.98,178.97,2234.55,24.45,0,1,1,37,Indonesia,Wet,5,2018,0.066,0.5,1,wssv,simulated
33.19,17.22,8.87,6.71,2.027,424.73,64.43,3091.81,4.95,0,1,1,51,Thailand,Dry,12,2018,0.563,0.63,1,wssv,simulated
28.11,17.24,6.28,9.76,4.04,323.98,198.45,110.23,5.33,0,1,1,121,Malaysia,Dry,3,2018,0.545,1.0,1,wssv,simulated
24.95,1.36,7.75,9.91,3.072,410.71,46.53,932.68,11.73,1,0,1,104,Philippines,Dry,5,2022,0.378,0.72,1,wssv,simulated
26.94,29.83,6.47,8.21,2.574,248.21,52.52,1490.12,11.8,1,0,1,145,Indonesia,Wet,11,2020,0.517,1.0,1,wssv,simulated
26.02,28.24,6.71,9.88,1.547,163.3,55.73,828.73,4.66,0,0,0,67,Thailand,Wet,3,2019,0.308,0.78,1,wssv,simulated
24.24,11.65,6.96,3.91,2.408,204.94,186.68,3374.52,20.15,1,0,1,38,Indonesia,Dry,4,2021,0.561,1.0,1,wssv,simulated
20.73,29.44,8.41,5.12,4.063,231.75,193.64,3940.25,25.88,1,0,1,138,Malaysia,Wet,12,2022,0.648,1.0,1,wssv,simulated
33.04,5.75,6.75,2.75,4.378,167.28,17.98,787.67,15.38,1,1,0,76,India,Dry,11,2018,0.7,0.87,1,wssv,simulated
25.14,21.52,7.01,2.84,3.858,484.64,48.33,824.25,20.41,1,1,0,141,China,Dry,12,2021,0.654,1.0,1,wssv,simulated
24.35,34.89,7.37,4.28,0.09,294.66,193.37,407.71,24.89,1,1,0,110,China,Dry,5,2021,0.222,0.7,1,wssv,simulated
29.78,1.35,6.69,9.24,1.271,132.68,110.84,298.67,28.56,1,0,1,30,India,Dry,5,2018,0.302,1.0,1,wssv,simulated
33.49,32.9,6.05,8.95,3.664,383.39,159.72,3867.61,19.9,1,0,1,59,China,Dry,9,2021,0.61,1.0,1,wssv,simulated
22.66,22.96,6.04,5.44,1.644,122.8,101.17,587.35,27.93,1,0,1,95,India,Dry,4,2021,0.578,1.0,1,wssv,simulated
25.42,26.78,6.87,9.98,3.458,319.51,24.48,862.29,3.64,0,0,0,99,Vietnam,Dry,6,2021,0.439,0.63,1,wssv,simulated
31.49,27.28,7.4,2.98,3.34,139.15,25.82,3966.1,10.6,1,0,1,34,Philippines,Dry,3,2018,0.584,1.0,1,wssv,simulated
22.41,28.53,7.6,5.83,4.624,315.79,15.66,4282.18,23.78,1,0,1,84,Vietnam,Dry,11,2022,0.489,0.72,1,wssv,simulated
28.8,24.41,8.93,7.96,4.173,466.9,158.35,2831.54,13.74,1,1,0,40,Thailand,Wet,1,2019,0.64,1.0,1,wssv,simulated
20.26,23.26,7.12,4.71,3.749,3.72,69.88,2371.06,4.02,0,0,0,151,India,Wet,10,2018,0.573,0.62,0,wssv,simulated
31.79,22.33,6.74,6.3,2.128,19.47,30.25,4701.34,19.94,0,1,1,69,Indonesia,Wet,2,2021,0.486,0.93,0,wssv,simulated
25.46,17.44,8.22,5.25,0.131,142.58,45.11,556.07,4.12,0,1,0,54,Indonesia,Wet,2,2020,0.293,0.76,1,wssv,simulated
23.18,28.01,6.69,4.21,4.207,275.1,112.85,4310.34,24.35,1,1,0,133,China,Dry,7,2020,0.661,0.88,1,wssv,simulated
25.0,25.94,6.41,2.75,4.723,2.0,179.37,308.37,24.29,1,0,1,70,Philippines,Dry,6,2018,0.757,1.0,1,wssv,simulated
29.73,19.92,8.6,7.05,0.084,109.21,144.55,929.91,28.72,0,1,0,163,Indonesia,Dry,9,2021,0.291,0.86,1,wssv,simulated
26.45,21.46,7.17,8.6,1.464,68.11,195.01,2116.56,17.35,1,0,0,137,Indonesia,Wet,2,2018,0.264,1.0,1,wssv,simulated
22.87,8.85,6.38,3.47,3.204,59.99,137.49,749.0,1.21,0,0,0,131,Vietnam,Dry,2,2020,0.738,0.67,1,wssv,simulated
29.78,25.1,8.49,2.11,0.535,103.17,37.43,3649.14,23.57,1,1,1,126,Malaysia,Wet,11,2021,0.487,1.0,1,wssv,simulated
29.53,7.24,7.06,8.96,4.291,331.15,103.08,4750.8,13.12,1,0,1,148,Vietnam,Dry,12,2018,0.441,1.0,1,wssv,simulated
24.34,14.47,8.64,3.13,1.397,213.08,12.62,3949.91,15.89,1,1,1,87,India,Dry,5,2023,0.574,0.97,1,wssv,simulated
34.45,9.44,7.44,5.51,0.667,390.5,132.59,1984.45,29.59,0,0,1,124,Philippines,Wet,2,2023,0.234,0.75,1,wssv,simulated
29.87,27.98,8.24,2.16,2.836,442.4,55.83,1485.79,24.29,0,1,0,68,Thailand,Wet,9,2023,0.7,0.77,1,wssv,simulated
25.12,16.84,6.56,7.86,3.604,212.42,142.25,1432.51,5.98,1,1,0,127,India,Dry,6,2019,0.561,1.0,1,wssv,simulated
25.04,16.5,6.72,4.67,1.138,478.75,13.12,473.71,16.95,0,0,1,41,Vietnam,Wet,9,2021,0.434,1.0,1,wssv,simulated
21.09,23.83,8.93,5.53,0.679,369.01,51.51,574.6,7.69,1,0,1,180,India,Dry,6,2018,0.463,0.86,0,wssv,simulated
29.18,3.27,6.75,6.79,3.732,469.14,55.83,2432.46,8.31,0,0,1,85,China,Wet,2,2020,0.565,0.83,1,wssv,simulated
28.74,32.37,6.83,5.42,1.745,178.45,95.95,3510.1,0.81,0,0,1,79,Vietnam,Dry,12,2019,0.458,0.93,1,wssv,simulated
22.69,28.95,6.59,4.36,0.306,224.73,127.54,254.31,21.77,0,1,1,140,Vietnam,Dry,8,2019,0.374,0.41,1,wssv,simulated
22.57,1.23,6.53,8.74,2.102,42.41,39.93,458.74,12.45,1,0,0,98,Malaysia,Wet,3,2021,0.437,0.88,1,wssv,simulated
28.91,23.12,6.65,5.59,0.861,418.35,94.56,1647.08,18.19,0,0,1,105,India,Wet,10,2018,0.384,1.0,1,wssv,simulated
30.42,31.53,6.69,7.6,4.748,56.58,101.07,4555.73,17.42,0,0,0,167,Vietnam,Dry,1,2019,0.548,0.88,1,wssv,simulated
29.1,30.95,6.72,6.42,1.696,268.78,59.34,1727.17,4.09,0,0,1,155,China,Dry,4,2019,0.438,0.68,0,wssv,simulated
21.34,5.17,7.33,5.38,3.169,40.08,154.43,2358.41,20.44,1,0,0,32,China,Dry,12,2023,0.516,0.92,1,wssv,simulated
32.14,1.06,6.97,8.06,4.04,292.92,25.7,1033.07,28.59,0,1,1,44,China,Dry,3,2023,0.486,0.43,0,wssv,simulated
24.69,23.53,8.38,6.03,1.449,146.07,40.26,2774.3,4.44,1,1,1,163,China,Dry,3,2019,0.44,0.88,1,wssv,simulated
24.33,21.76,6.13,5.04,0.202,217.34,14.99,3036.14,0.08,1,0,1,118,Malaysia,Wet,6,2018,0.416,1.0,1,wssv,simulated
24.13,5.25,7.13,2.98,2.065,398.85,107.22,4954.27,11.09,0,1,1,73,China,Wet,1,2023,0.525,0.71,1,wssv,simulated
20.59,16.44,7.22,3.92,3.011,307.1,97.4,1839.88,29.96,0,0,0,45,Indonesia,Dry,7,2018,0.583,0.81,1,wssv,simulated
27.93,31.16,8.75,7.91,1.308,366.64,192.81,3254.51,16.42,1,1,0,162,Vietnam,Wet,4,2023,0.423,1.0,1,wssv,simulated
20.96,9.37,6.46,2.52,3.483,309.54,66.08,937.27,17.14,1,1,1,70,Thailand,Dry,12,2021,0.756,0.77,1,wssv,simulated
30.83,29.58,7.29,2.83,4.804,125.92,97.77,299.82,11.71,1,0,1,125,China,Wet,3,2018,0.607,1.0,1,wssv,simulated
23.44,23.65,7.02,7.47,1.469,479.61,183.17,213.99,2.54,1,1,1,101,China,Wet,10,2022,0.328,1.0,1,wssv,simulated
27.96,32.07,6.07,3.81,0.545,120.72,142.51,2641.86,24.91,1,1,0,149,Philippines,Dry,12,2023,0.505,1.0,1,wssv,simulated
24.35,22.37,8.98,4.33,1.023,108.07,194.25,4137.29,5.83,1,1,0,131,Malaysia,Dry,2,2019,0.549,1.0,1,wssv,simulated
30.67,15.92,7.4,9.03,0.619,24.17,195.36,1281.37,2.74,0,1,0,64,India,Wet,1,2019,0.118,0.95,1,wssv,simulated
32.82,25.32,8.87,9.35,3.059,252.44,154.1,1704.46,11.68,1,1,0,32,Vietnam,Dry,1,2018,0.583,1.0,1,wssv,simulated
25.02,14.53,7.65,8.7,2.619,6.56,140.8,1735.87,19.11,1,1,1,60,Malaysia,Wet,10,2018,0.359,1.0,1,wssv,simulated
25.88,21.34,7.04,9.09,0.381,301.85,163.62,4367.12,19.18,1,0,1,87,Vietnam,Wet,8,2022,0.149,1.0,1,wssv,simulated
20.4,4.88,8.99,3.56,4.075,78.84,50.96,3049.63,4.44,0,1,1,115,Indonesia,Wet,2,2018,0.796,0.52,1,wssv,simulated
