water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,wssv_outbreak,disease_type,data_source,ems_ahpnd_outbreak,ihhnv_outbreak,yhv_outbreak,imnv_outbreak
33.5,15.08,6.04,3.52,0.592,408.32,73.49,1559.54,1.43,0,1,1,149,Malaysia,Dry,1,2022,0.525,0.6,1.0,wssv,simulated,,,,
34.07,20.01,6.59,3.84,2.282,407.51,33.85,3482.03,4.64,0,1,1,39,Vietnam,Dry,4,2023,0.611,0.72,0.0,wssv,simulated,,,,
25.75,34.85,8.71,2.48,3.095,341.37,179.56,1999.78,11.5,0,1,0,54,Malaysia,Dry,1,2021,0.786,0.87,1.0,wssv,simulated,,,,
29.21,16.37,7.81,3.36,1.003,270.58,73.21,4958.37,20.7,1,0,0,153,Thailand,Dry,6,2018,0.384,1.0,1.0,wssv,simulated,,,,
26.31,31.08,7.93,6.36,4.342,120.36,96.73,2734.83,11.55,0,1,0,58,Thailand,Wet,9,2018,0.526,0.87,1.0,wssv,simulated,,,,
30.37,11.52,6.32,6.03,3.672,306.63,33.6,2975.12,4.68,1,0,1,139,India,Dry,9,2018,0.662,1.0,1.0,wssv,simulated,,,,
28.32,7.76,8.63,9.15,0.072,446.92,119.5,3206.78,11.4,0,1,1,46,Thailand,Wet,4,2021,0.225,0.86,1.0,wssv,simulated,,,,
26.64,11.62,6.06,3.79,0.14,63.63,187.77,610.19,9.51,1,0,1,96,China,Dry,9,2023,0.463,1.0,1.0,wssv,simulated,,,,
20.16,17.98,7.4,9.79,4.87,85.47,161.22,185.23,11.12,0,0,1,99,Thailand,Wet,12,2022,0.357,0.92,1.0,wssv,simulated,,,,
21.56,11.34,7.47,6.56,2.423,277.16,57.05,1171.2,4.38,1,1,0,178,China,Dry,1,2019,0.389,0.77,0.0,wssv,simulated,,,,
24.26,24.56,7.82,4.59,4.471,13.84,73.7,2707.83,25.34,0,0,1,42,Vietnam,Dry,1,2019,0.567,0.52,0.0,wssv,simulated,,,,
32.77,12.0,7.31,2.81,3.046,148.58,79.77,3354.67,23.3,1,0,1,36,China,Wet,4,2019,0.605,1.0,1.0,wssv,simulated,,,,
28.98,6.49,7.87,7.33,2.661,318.97,134.31,1897.41,15.56,1,0,1,110,Malaysia,Wet,10,2023,0.446,1.0,1.0,wssv,simulated,,,,
21.47,9.54,6.39,3.61,1.182,11.58,125.26,4700.7,9.57,1,0,0,157,Vietnam,Wet,7,2022,0.529,1.0,1.0,wssv,simulated,,,,
30.56,7.64,7.21,3.71,1.207,189.6,183.28,2209.69,1.07,0,1,1,145,Philippines,Dry,12,2018,0.392,0.86,1.0,wssv,simulated,,,,
33.6,9.38,8.72,2.75,4.671,156.65,80.51,4628.15,10.61,1,1,1,57,Malaysia,Wet,2,2022,0.778,1.0,1.0,wssv,simulated,,,,
24.66,18.18,6.28,3.42,2.213,348.25,181.49,1968.24,15.55,1,1,0,121,Vietnam,Wet,3,2023,0.669,1.0,1.0,wssv,simulated,,,,
33.14,3.42,6.94,6.64,2.873,348.7,136.72,4831.5,27.95,0,1,0,114,Indonesia,Wet,5,2021,0.525,0.78,1.0,wssv,simulated,,,,
21.12,29.67,6.81,8.61,4.863,54.31,40.43,4811.06,4.78,1,1,1,55,Vietnam,Dry,5,2022,0.495,0.68,1.0,wssv,simulated,,,,
30.86,2.2,7.65,7.16,2.086,53.74,21.88,4745.03,20.03,0,1,0,150,Vietnam,Dry,10,2023,0.351,0.47,1.0,wssv,simulated,,,,
20.73,23.06,6.76,7.68,2.405,44.56,44.41,4303.19,11.5,1,1,1,71,India,Wet,8,2019,0.468,1.0,1.0,wssv,simulated,,,,
26.14,31.31,8.47,9.86,1.106,237.24,187.94,4243.56,21.02,0,0,1,90,Indonesia,Wet,1,2020,0.289,1.0,1.0,wssv,simulated,,,,
34.84,9.67,6.82,2.75,1.853,328.88,57.68,2439.92,5.1,0,1,0,44,Philippines,Wet,2,2021,0.561,0.62,1.0,wssv,simulated,,,,
34.51,11.97,6.67,3.43,4.999,72.5,184.31,2208.53,18.7,0,1,1,36,Vietnam,Dry,11,2020,0.691,0.97,1.0,wssv,simulated,,,,
24.32,23.3,6.5,2.2,1.962,281.71,52.81,3892.64,10.01,1,1,1,153,Indonesia,Dry,1,2022,0.645,0.97,1.0,wssv,simulated,,,,
28.0,24.42,8.95,6.53,1.491,27.84,179.12,1344.0,0.49,0,1,1,132,Malaysia,Wet,4,2021,0.523,1.0,1.0,wssv,simulated,,,,
31.88,33.58,8.81,3.31,1.771,32.53,57.47,1318.06,18.07,1,0,0,45,Thailand,Wet,5,2021,0.638,1.0,1.0,wssv,simulated,,,,
30.25,2.75,6.2,9.47,3.49,224.72,142.8,1464.54,23.28,0,0,1,138,Philippines,Wet,2,2018,0.568,1.0,1.0,wssv,simulated,,,,
22.32,3.07,6.1,2.69,3.061,352.83,55.18,3369.0,10.78,1,1,1,82,Malaysia,Wet,3,2020,0.81,0.92,1.0,wssv,simulated,,,,
34.44,26.34,6.3,8.23,0.222,256.72,165.81,1672.44,9.69,1,0,0,85,Vietnam,Dry,7,2021,0.284,1.0,1.0,wssv,simulated,,,,
24.65,14.73,7.84,8.8,2.34,262.76,73.64,3148.91,22.21,0,1,1,90,Thailand,Wet,3,2022,0.357,0.57,1.0,wssv,simulated,,,,
24.26,13.02,6.33,2.43,4.351,264.84,139.15,291.36,10.95,1,1,1,42,Malaysia,Wet,11,2023,0.781,1.0,1.0,wssv,simulated,,,,
29.44,18.04,6.15,2.47,4.347,246.46,139.86,4176.3,12.96,0,0,1,155,Indonesia,Wet,11,2021,0.809,1.0,1.0,wssv,simulated,,,,
22.41,24.34,6.09,8.62,2.406,19.63,54.07,1012.44,7.88,0,0,1,104,Indonesia,Wet,1,2018,0.548,0.73,1.0,wssv,simulated,,,,
27.93,32.79,8.06,4.91,0.644,274.95,164.38,4269.6,11.46,1,0,0,126,Malaysia,Dry,11,2018,0.335,1.0,1.0,wssv,simulated,,,,
24.74,23.35,8.47,9.74,3.886,119.25,75.35,2058.79,11.29,0,0,0,42,Philippines,Dry,11,2023,0.504,0.53,1.0,wssv,simulated,,,,
26.45,6.65,6.37,4.93,1.142,161.85,83.07,1552.46,2.18,1,0,0,85,Indonesia,Dry,9,2023,0.484,1.0,1.0,wssv,simulated,,,,
23.41,1.58,6.08,6.79,1.026,9.01,159.73,4119.65,7.13,0,0,1,89,Indonesia,Wet,2,2022,0.458,0.78,0.0,wssv,simulated,,,,
21.57,5.96,8.25,9.9,0.789,348.69,11.19,4736.4,26.12,0,1,1,116,Malaysia,Dry,8,2020,0.216,0.16,0.0,wssv,simulated,,,,
22.31,15.88,6.22,4.27,3.92,396.99,130.9,1374.54,23.05,0,0,0,57,Vietnam,Wet,4,2021,0.738,0.93,1.0,wssv,simulated,,,,
24.78,30.25,8.82,7.92,2.006,185.43,178.07,3454.63,5.28,0,0,0,161,India,Wet,6,2018,0.512,0.73,1.0,wssv,simulated,,,,
30.87,21.09,8.89,8.87,4.487,1.53,86.44,722.19,15.37,1,1,0,53,China,Wet,11,2018,0.603,1.0,1.0,wssv,simulated,,,,
21.64,10.14,6.39,4.1,3.577,93.91,131.55,2061.44,2.31,0,0,1,135,Vietnam,Dry,4,2023,0.715,0.83,0.0,wssv,simulated,,,,
29.85,14.27,6.25,8.7,0.598,316.21,95.81,4449.35,1.57,0,1,1,92,India,Wet,11,2020,0.318,1.0,1.0,wssv,simulated,,,,
30.97,5.11,7.98,2.03,3.969,496.21,100.9,1855.89,3.96,1,0,0,131,China,Wet,3,2021,0.679,1.0,1.0,wssv,simulated,,,,
28.53,20.93,7.66,5.34,1.975,78.54,147.71,3685.2,0.75,0,1,1,40,Vietnam,Dry,4,2020,0.401,0.97,1.0,wssv,simulated,,,,
21.78,14.43,7.06,9.79,1.256,404.33,72.04,3833.44,1.66,0,1,0,73,Vietnam,Wet,2,2018,0.22,0.52,0.0,wssv,simulated,,,,
31.53,21.14,6.83,8.27,1.244,487.21,99.73,4193.87,24.08,1,1,0,155,Philippines,Wet,5,2021,0.308,1.0,1.0,wssv,simulated,,,,
27.38,1.53,8.96,8.68,3.858,125.21,16.11,900.79,14.5,1,1,1,121,Philippines,Wet,3,2022,0.621,1.0,1.0,wssv,simulated,,,,
23.53,1.65,8.06,6.5,2.475,262.61,15.77,2923.52,16.16,0,1,0,171,China,Wet,11,2020,0.485,0.38,1.0,wssv,simulated,,,,
31.24,12.82,7.8,8.38,1.885,403.08,90.06,858.23,20.5,1,0,0,121,China,Wet,4,2018,0.313,1.0,1.0,wssv,simulated,,,,
32.13,17.33,8.32,4.67,0.345,83.53,144.15,3340.93,12.95,1,0,1,73,Malaysia,Dry,2,2022,0.353,1.0,1.0,wssv,simulated,,,,
33.34,22.46,6.01,6.97,1.345,91.54,77.34,374.21,6.62,0,0,0,54,Indonesia,Dry,6,2023,0.499,0.68,0.0,wssv,simulated,,,,
27.46,20.65,6.91,3.28,2.65,211.11,106.04,732.13,20.64,1,0,1,167,Vietnam,Wet,1,2018,0.617,1.0,1.0,wssv,simulated,,,,
27.07,28.6,8.4,8.75,4.728,69.86,136.84,2321.86,0.69,0,0,0,170,Thailand,Wet,10,2020,0.525,1.0,1.0,wssv,simulated,,,,
20.12,17.54,7.84,8.47,4.345,79.24,18.26,998.16,28.51,0,1,0,69,Philippines,Wet,7,2021,0.441,0.52,1.0,wssv,simulated,,,,
24.37,32.34,8.08,4.83,0.124,261.73,43.4,4925.43,6.79,0,0,1,99,Philippines,Wet,1,2023,0.283,0.41,0.0,wssv,simulated,,,,
24.18,4.73,6.05,3.82,2.92,448.95,147.09,362.35,7.26,1,1,0,151,Vietnam,Wet,3,2023,0.772,1.0,1.0,wssv,simulated,,,,
31.93,9.12,8.29,9.98,1.73,159.01,118.18,3457.05,13.16,0,1,1,165,India,Wet,11,2022,0.325,0.98,1.0,wssv,simulated,,,,
22.46,23.85,7.42,5.75,0.714,489.17,162.52,2901.21,8.23,0,0,1,178,China,Dry,2,2019,0.234,0.65,1.0,wssv,simulated,,,,
22.42,3.51,7.56,4.03,1.032,451.41,167.01,3430.71,11.57,0,1,0,77,Vietnam,Dry,10,2023,0.324,0.42,1.0,wssv,simulated,,,,
33.64,26.81,6.58,5.51,3.11,395.7,43.39,3637.22,7.15,1,0,1,161,Malaysia,Dry,12,2023,0.636,0.93,1.0,wssv,simulated,,,,
22.49,20.85,8.87,8.41,1.506,165.73,197.53,4484.69,19.78,1,0,0,125,Malaysia,Dry,10,2018,0.449,1.0,1.0,wssv,simulated,,,,
27.0,19.12,6.53,7.87,0.789,341.56,20.25,4215.29,6.32,1,0,0,60,Philippines,Wet,9,2023,0.32,1.0,1.0,wssv,simulated,,,,
34.68,34.59,6.46,9.21,2.993,26.05,21.33,1042.81,26.83,1,1,1,166,India,Wet,5,2021,0.532,0.98,1.0,wssv,simulated,,,,
32.0,4.36,6.08,7.37,3.255,170.28,145.12,3339.87,29.92,1,0,0,50,Malaysia,Dry,3,2022,0.658,1.0,1.0,wssv,simulated,,,,
25.05,0.49,8.74,7.42,3.426,405.8,175.44,3236.73,25.74,1,0,0,83,China,Wet,9,2018,0.626,1.0,1.0,wssv,simulated,,,,
28.07,29.96,7.76,3.08,3.847,484.49,21.9,2329.94,3.68,1,0,1,158,Indonesia,Dry,7,2022,0.607,1.0,1.0,wssv,simulated,,,,
26.85,4.92,7.06,7.33,1.676,463.02,14.93,4446.85,16.91,0,1,1,33,Vietnam,Wet,12,2023,0.349,0.67,1.0,wssv,simulated,,,,
28.7,34.44,6.92,9.72,2.523,131.87,159.95,3353.49,24.03,1,1,0,164,Philippines,Dry,3,2023,0.386,1.0,1.0,wssv,simulated,,,,
33.72,21.16,8.01,3.92,3.873,429.32,31.3,4350.82,16.36,0,1,0,70,Thailand,Wet,9,2021,0.621,0.82,1.0,wssv,simulated,,,,
23.7,1.68,7.49,3.85,4.393,482.34,30.02,3041.57,29.03,1,0,1,173,Malaysia,Wet,9,2019,0.54,0.96,1.0,wssv,simulated,,,,
25.11,15.94,8.18,4.96,0.52,227.18,104.83,332.99,5.75,1,0,1,52,Malaysia,Dry,8,2018,0.339,1.0,1.0,wssv,simulated,,,,
21.61,16.28,6.11,3.5,3.541,180.56,47.9,1951.64,15.45,0,1,1,78,Malaysia,Dry,8,2019,0.782,0.57,1.0,wssv,simulated,,,,
34.64,6.73,8.49,3.16,2.0,201.0,82.3,1053.69,5.89,0,1,1,71,Philippines,Wet,7,2022,0.615,0.92,1.0,wssv,simulated,,,,
23.8,21.16,7.05,3.97,0.715,45.78,195.14,3130.84,23.25,0,0,1,148,India,Dry,8,2019,0.355,0.74,0.0,wssv,simulated,,,,
22.65,21.07,6.98,8.45,0.062,247.67,99.33,4743.8,6.31,0,0,1,68,Malaysia,Wet,1,2020,0.145,0.86,1.0,wssv,simulated,,,,
22.37,9.19,7.11,8.93,1.677,254.62,63.39,1131.07,2.84,0,1,1,75,India,Wet,12,2021,0.287,0.37,0.0,wssv,simulated,,,,
28.34,33.44,6.01,5.32,0.054,320.12,137.08,4198.87,8.22,1,1,1,174,India,Wet,7,2022,0.41,1.0,1.0,wssv,simulated,,,,
33.41,13.18,6.78,5.88,2.849,124.18,41.19,4159.26,17.49,1,1,1,158,India,Dry,4,2021,0.574,1.0,1.0,wssv,simulated,,,,
29.71,10.09,7.34,3.66,4.11,236.44,107.96,4838.52,14.87,0,0,0,148,India,Dry,10,2021,0.571,1.0,1.0,wssv,simulated,,,,
25.24,4.06,6.33,3.78,4.496,85.09,20.83,339.5,14.52,0,1,0,96,Indonesia,Wet,10,2020,0.736,0.77,0.0,wssv,simulated,,,,
21.98,24.52,6.46,7.16,3.353,12.85,196.94,3807.4,19.4,0,0,1,122,India,Wet,4,2020,0.601,0.98,1.0,wssv,simulated,,,,
34.55,23.08,7.54,4.23,2.575,225.18,42.86,1060.55,4.4,0,0,0,67,Malaysia,Wet,10,2022,0.485,0.77,1.0,wssv,simulated,,,,
20.85,31.05,8.54,3.26,0.773,82.18,112.28,794.05,29.55,1,0,0,56,Indonesia,Wet,4,2022,0.484,1.0,1.0,wssv,simulated,,,,
22.39,12.27,7.75,4.13,2.391,216.97,178.68,2431.23,5.98,0,0,0,140,Vietnam,Wet,8,2018,0.503,0.87,1.0,wssv,simulated,,,,
32.42,33.76,6.52,6.42,4.143,492.61,141.74,130.18,26.41,0,0,1,118,Thailand,Wet,2,2021,0.616,0.93,1.0,wssv,simulated,,,,
23.35,34.76,6.61,3.56,1.555,315.89,178.08,4875.12,14.54,0,1,1,59,Philippines,Wet,4,2019,0.536,0.77,1.0,wssv,simulated,,,,
34.2,19.04,6.65,9.28,0.302,357.36,85.29,2955.77,5.34,0,0,1,56,Indonesia,Dry,11,2018,0.199,0.86,0.0,wssv,simulated,,,,
23.47,18.13,7.29,8.93,2.408,140.67,169.46,3998.46,14.67,1,1,0,147,Indonesia,Dry,9,2019,0.338,1.0,1.0,wssv,simulated,,,,
26.39,33.73,7.84,7.41,1.66,371.42,117.72,2713.28,11.23,1,0,1,143,Indonesia,Dry,9,2021,0.327,1.0,1.0,wssv,simulated,,,,
33.94,3.35,6.23,6.26,4.292,182.73,98.1,3475.01,4.41,0,1,0,98,Indonesia,Dry,2,2019,0.67,0.63,0.0,wssv,simulated,,,,
21.98,30.09,6.73,6.91,1.723,233.48,150.63,4694.31,15.3,1,1,1,67,Philippines,Dry,1,2020,0.423,0.93,1.0,wssv,simulated,,,,
22.65,13.75,7.42,9.11,3.9,142.1,114.65,1785.04,17.29,1,0,0,73,China,Wet,3,2021,0.376,1.0,1.0,wssv,simulated,,,,
34.03,25.75,7.75,5.45,0.407,318.92,197.53,4364.24,28.43,0,0,1,72,China,Dry,12,2021,0.239,0.6,1.0,wssv,simulated,,,,
30.96,4.25,8.98,4.79,2.511,341.65,196.62,3020.4,7.55,0,1,0,62,China,Wet,7,2019,0.699,0.93,1.0,wssv,simulated,,,,
21.51,19.12,6.05,4.72,3.679,332.66,65.2,791.26,15.07,0,1,1,142,Indonesia,Wet,3,2018,0.751,0.63,1.0,wssv,simulated,,,,
34.08,26.01,6.02,3.65,2.454,120.24,67.75,640.21,17.39,1,1,1,85,China,Dry,10,2019,0.731,0.92,1.0,wssv,simulated,,,,
32.43,22.4,8.21,6.18,1.964,393.27,176.79,1272.78,4.88,1,0,1,135,Vietnam,Dry,12,2022,0.464,1.0,1.0,wssv,simulated,,,,
20.86,4.18,8.23,4.13,0.761,117.95,57.11,983.11,13.11,0,0,1,174,Thailand,Wet,10,2021,0.402,0.41,0.0,wssv,simulated,,,,
31.57,5.66,6.03,8.64,4.677,422.7,24.31,708.01,7.34,1,0,0,86,India,Dry,2,2023,0.624,1.0,1.0,wssv,simulated,,,,
33.95,15.29,7.85,2.92,2.136,80.95,55.33,494.93,7.03,1,1,0,76,Indonesia,Dry,4,2023,0.532,1.0,1.0,wssv,simulated,,,,
25.1,33.61,8.92,6.89,2.173,326.11,170.13,3422.33,25.78,1,0,0,108,Thailand,Wet,9,2019,0.582,1.0,1.0,wssv,simulated,,,,
30.27,5.63,7.16,2.22,0.153,230.38,47.43,1510.34,14.54,0,0,1,36,Vietnam,Wet,7,2020,0.333,0.74,0.0,wssv,simulated,,,,
26.24,31.05,6.74,9.23,0.4,82.88,151.1,4539.42,29.48,1,1,0,34,Malaysia,Dry,4,2019,0.197,1.0,1.0,wssv,simulated,,,,
20.87,21.07,7.51,3.22,4.477,147.61,175.19,2735.51,4.82,0,1,0,170,China,Dry,12,2022,0.561,0.71,0.0,wssv,simulated,,,,
29.43,31.52,8.22,4.63,2.52,468.52,119.27,3111.06,3.05,0,0,1,52,China,Wet,11,2018,0.579,1.0,1.0,wssv,simulated,,,,
29.41,29.16,6.53,6.65,1.99,96.54,59.5,2398.48,14.97,0,0,1,54,Philippines,Dry,11,2023,0.494,0.68,1.0,wssv,simulated,,,,
26.65,2.3,8.19,2.54,1.911,34.0,75.01,4871.57,29.07,1,1,1,143,India,Wet,9,2023,0.576,1.0,1.0,wssv,simulated,,,,
20.01,33.93,8.88,5.08,3.641,436.01,148.12,4110.83,23.3,1,1,0,153,Thailand,Dry,6,2020,0.727,0.88,1.0,wssv,simulated,,,,
23.54,9.48,8.86,4.96,2.177,2.49,106.32,4174.29,7.99,1,0,1,147,Vietnam,Wet,12,2021,0.637,1.0,1.0,wssv,simulated,,,,
31.26,20.36,6.81,7.88,2.798,471.65,113.93,3134.9,4.37,0,1,1,138,Vietnam,Wet,11,2022,0.497,1.0,1.0,wssv,simulated,,,,
28.83,15.36,8.03,4.79,2.5,53.21,180.07,3927.1,2.64,1,0,0,157,India,Dry,7,2023,0.54,1.0,1.0,wssv,simulated,,,,
33.99,32.53,8.05,2.86,1.236,64.96,101.93,1120.4,14.71,0,1,0,156,Indonesia,Dry,2,2018,0.467,0.72,1.0,wssv,simulated,,,,
29.64,10.18,7.45,9.94,0.013,119.62,170.83,1149.52,25.45,1,0,1,108,Indonesia,Wet,7,2023,0.012,1.0,1.0,wssv,simulated,,,,
27.86,32.44,6.89,9.11,4.813,439.5,55.74,2742.45,15.47,0,1,1,42,Thailand,Dry,9,2020,0.465,0.58,0.0,wssv,simulated,,,,
20.84,9.27,7.82,8.06,3.057,151.27,15.95,343.55,26.02,0,0,0,57,China,Dry,6,2023,0.451,0.27,0.0,wssv,simulated,,,,
22.76,21.79,8.23,4.2,2.378,498.48,170.07,1110.51,15.13,0,0,1,173,Vietnam,Dry,1,2019,0.579,0.83,1.0,wssv,simulated,,,,
29.58,32.28,6.54,5.85,3.683,182.02,99.05,1144.96,28.47,1,1,1,40,Indonesia,Dry,7,2019,0.632,1.0,1.0,wssv,simulated,,,,
31.93,32.88,7.01,8.91,4.897,385.2,113.78,791.62,24.54,0,0,1,80,Thailand,Wet,12,2023,0.451,1.0,1.0,wssv,simulated,,,,
20.99,24.09,8.55,9.13,3.204,212.04,58.56,3008.07,5.1,0,0,1,102,Thailand,Dry,8,2021,0.537,0.58,0.0,wssv,simulated,,,,
30.08,9.56,6.59,5.42,0.719,254.16,145.63,4940.08,19.94,1,0,1,50,Malaysia,Wet,5,2022,0.384,1.0,1.0,wssv,simulated,,,,
28.15,19.32,7.72,8.9,0.728,173.69,180.8,2569.62,7.8,0,1,0,153,Philippines,Wet,9,2018,0.154,0.95,1.0,wssv,simulated,,,,
31.1,26.43,6.56,9.44,3.012,108.97,55.97,1758.19,15.24,1,0,0,179,Indonesia,Wet,10,2018,0.509,1.0,1.0,wssv,simulated,,,,
20.87,18.58,6.79,5.21,3.348,184.21,192.0,1919.54,6.9,0,0,1,60,Philippines,Wet,6,2022,0.611,0.98,1.0,wssv,simulated,,,,
24.63,19.55,8.69,6.21,1.547,277.48,122.27,2584.67,7.67,1,0,0,46,China,Dry,10,2022,0.497,1.0,1.0,wssv,simulated,,,,
22.36,10.65,7.1,5.69,2.017,423.57,172.62,1082.16,2.74,1,1,0,63,Vietnam,Wet,5,2018,0.434,1.0,1.0,wssv,simulated,,,,
30.24,23.51,6.3,8.35,3.511,203.18,93.9,4380.28,7.52,1,0,1,86,India,Wet,11,2022,0.588,1.0,1.0,wssv,simulated,,,,
24.24,2.64,7.23,6.09,0.432,197.51,192.62,1396.48,12.89,0,0,0,97,China,Wet,3,2021,0.223,0.55,1.0,wssv,simulated,,,,
23.38,23.85,7.91,5.89,0.061,123.44,154.81,4709.77,28.15,0,0,0,38,India,Wet,8,2020,0.212,0.75,1.0,wssv,simulated,,,,
21.06,10.44,8.76,7.83,0.736,70.94,190.62,280.31,0.37,1,1,1,68,India,Dry,10,2018,0.364,1.0,1.0,wssv,simulated,,,,
27.06,2.18,6.39,2.72,4.746,108.25,118.13,3709.63,22.9,0,1,1,63,India,Dry,12,2023,0.761,0.92,1.0,wssv,simulated,,,,
33.84,27.25,6.91,2.79,3.129,152.45,59.26,1330.76,19.63,0,1,0,170,Philippines,Dry,4,2019,0.672,0.47,0.0,wssv,simulated,,,,
33.13,20.69,7.79,7.71,4.296,343.79,53.26,4021.37,20.34,0,1,0,41,Thailand,Wet,7,2019,0.458,0.67,1.0,wssv,simulated,,,,
22.14,24.85,8.66,4.01,4.207,175.9,48.49,1580.72,28.57,0,1,0,66,India,Wet,10,2019,0.726,0.58,0.0,wssv,simulated,,,,
27.87,23.02,6.51,4.21,3.884,69.86,33.64,4839.72,10.73,1,0,1,71,China,Wet,10,2023,0.691,1.0,1.0,wssv,simulated,,,,
20.89,6.18,6.36,2.91,2.532,100.93,54.24,2593.37,28.04,0,0,1,140,Thailand,Wet,1,2020,0.708,0.62,0.0,wssv,simulated,,,,
28.0,11.25,7.51,5.88,3.11,317.16,99.58,2910.74,18.49,1,1,0,109,Vietnam,Wet,3,2020,0.472,1.0,1.0,wssv,simulated,,,,
20.11,21.16,6.31,8.14,1.017,29.24,82.53,1345.12,23.53,1,0,1,175,Vietnam,Dry,6,2020,0.373,1.0,1.0,wssv,simulated,,,,
32.38,27.52,8.19,9.75,2.386,72.08,14.05,847.3,17.57,0,1,1,48,Indonesia,Wet,6,2018,0.388,0.58,1.0,wssv,simulated,,,,
29.02,21.93,7.83,2.75,3.802,215.75,26.99,4903.95,16.69,0,1,1,133,Philippines,Dry,1,2021,0.63,0.81,1.0,wssv,simulated,,,,
28.43,31.59,7.11,8.33,0.942,91.54,65.8,2160.5,17.64,1,1,0,159,India,Dry,1,2018,0.225,0.75,0.0,wssv,simulated,,,,
31.36,27.28,8.17,4.87,4.94,487.55,171.5,3164.9,29.21,1,0,0,39,Indonesia,Dry,4,2018,0.616,1.0,1.0,wssv,simulated,,,,
28.56,14.15,7.16,5.35,1.666,437.1,174.97,1638.66,29.66,0,1,0,84,Malaysia,Wet,4,2021,0.397,1.0,1.0,wssv,simulated,,,,
26.45,25.82,7.92,6.17,4.135,94.76,98.61,1524.19,19.89,1,1,1,48,Philippines,Wet,11,2018,0.531,1.0,1.0,wssv,simulated,,,,
27.02,12.55,6.3,2.91,2.846,11.07,87.22,1623.16,12.45,1,0,0,167,Thailand,Dry,7,2020,0.753,1.0,1.0,wssv,simulated,,,,
26.41,23.24,8.03,6.54,3.758,171.79,133.1,3444.85,21.69,0,1,0,69,Thailand,Wet,9,2022,0.537,1.0,1.0,wssv,simulated,,,,
29.04,19.95,7.72,4.48,2.916,72.51,163.14,1184.1,4.87,0,1,0,107,China,Dry,2,2021,0.545,0.92,1.0,wssv,simulated,,,,
28.07,0.69,7.43,7.45,0.84,199.5,11.19,3029.94,12.02,1,0,1,73,Thailand,Dry,6,2022,0.19,0.9,1.0,wssv,simulated,,,,
30.98,4.03,6.01,6.96,4.892,378.69,41.05,3984.75,21.2,0,1,1,118,China,Wet,4,2022,0.683,0.73,1.0,wssv,simulated,,,,
25.57,33.22,8.47,9.99,1.956,187.37,174.36,1515.97,12.97,1,1,1,139,Vietnam,Dry,4,2020,0.379,1.0,1.0,wssv,simulated,,,,
34.86,30.54,8.88,5.88,1.134,64.73,26.87,2782.45,17.15,0,1,0,42,China,Dry,1,2022,0.493,0.38,1.0,wssv,simulated,,,,
34.95,23.42,6.0,3.25,0.988,257.55,66.47,1517.3,26.45,1,0,0,78,India,Wet,2,2022,0.585,1.0,1.0,wssv,simulated,,,,
27.82,29.19,8.74,2.41,4.324,385.79,26.85,546.67,20.09,0,1,0,157,Thailand,Wet,1,2023,0.793,0.77,1.0,wssv,simulated,,,,
27.15,13.22,8.51,5.22,3.452,384.13,73.71,1772.98,20.49,1,0,1,39,China,Wet,8,2023,0.661,1.0,1.0,wssv,simulated,,,,
23.74,21.5,6.98,6.32,4.106,214.4,15.68,3552.36,3.7,0,1,0,176,Malaysia,Dry,4,2023,0.543,0.43,1.0,wssv,simulated,,,,
21.35,29.95,7.84,6.62,0.818,211.19,92.36,4969.56,24.84,1,0,0,106,India,Dry,11,2020,0.26,0.8,0.0,wssv,simulated,,,,
25.55,17.52,8.12,5.96,1.978,427.98,194.64,974.98,5.18,0,1,1,105,Philippines,Wet,4,2019,0.458,1.0,1.0,wssv,simulated,,,,
24.48,12.42,6.61,7.57,4.887,323.73,70.72,4808.93,29.2,1,1,1,49,Malaysia,Dry,3,2023,0.563,0.88,1.0,wssv,simulated,,,,
24.89,18.34,7.65,8.71,0.549,388.57,91.08,1199.6,16.19,0,0,0,61,India,Wet,2,2018,0.129,0.75,0.0,wssv,simulated,,,,
27.94,4.73,8.38,4.23,1.594,62.31,88.86,209.99,14.65,0,1,0,158,India,Wet,3,2019,0.516,0.93,1.0,wssv,simulated,,,,
21.09,13.73,6.72,8.45,4.064,279.78,12.21,1295.94,26.4,1,1,0,124,Vietnam,Wet,8,2023,0.515,0.98,1.0,wssv,simulated,,,,
27.65,21.7,6.6,8.15,0.681,50.17,156.15,4520.52,27.66,0,0,1,141,India,Wet,7,2018,0.287,1.0,1.0,wssv,simulated,,,,
31.03,23.62,7.75,3.07,2.931,196.08,195.2,2031.78,2.79,0,0,1,132,Vietnam,Dry,10,2021,0.598,1.0,1.0,wssv,simulated,,,,
24.77,19.86,6.87,6.53,2.543,252.63,101.03,468.8,20.2,1,1,0,147,Indonesia,Dry,12,2021,0.503,1.0,1.0,wssv,simulated,,,,
31.37,20.92,6.69,8.0,2.797,338.39,24.95,4252.7,23.34,1,0,1,107,Malaysia,Dry,10,2021,0.512,1.0,1.0,wssv,simulated,,,,
24.71,7.74,7.44,4.78,4.839,353.95,189.37,469.58,12.24,1,1,0,167,Philippines,Wet,12,2022,0.517,0.97,1.0,wssv,simulated,,,,
